Longitude,Latitude,Year,Month,Day,Depth,Chlorophyll
10.8022,55.066,2015,1,5,1.0,1.73
10.567,55.4517,2015,1,5,1.0,4.31
9.0758,56.6208,2015,1,5,1.0,1.3
10.5192,55.4792,2015,1,5,1.0,1.84
9.2925,56.5958,2015,1,5,1.0,16.0
11.1702,55.4612,2015,1,5,1.0,2.4
10.8622,55.5077,2015,1,5,1.0,1.5
8.4148,56.601,2015,1,5,1.0,1.1
12.4233,55.4933,2015,1,6,1.0,0.4
10.5322,55.6027,2015,1,6,1.0,2.23
9.9153,57.6078,2015,1,6,1.0,0.4
11.678,55.1968,2015,1,6,1.0,1.5
9.0625,56.954,2015,1,6,1.0,1.2
9.6292,57.035,2015,1,6,1.0,0.5
11.2822,55.2483,2015,1,6,1.0,1.3
10.0903,55.6743,2015,1,6,1.0,0.7
11.4643,55.2053,2015,1,6,1.0,1.0
11.687,57.667,2015,1,7,0.5,1.2
12.2955,54.976,2015,1,7,1.0,2.46
9.5283,55.4927,2015,1,7,1.0,0.7
9.722,55.429,2015,1,7,1.0,1.3
10.5163,56.867,2015,1,7,1.0,1.7
9.561,56.9417,2015,1,7,0.6,15.0
10.0752,55.166,2015,1,7,1.0,3.53
10.7917,56.8567,2015,1,7,1.0,1.6
11.7705,55.0685,2015,1,7,1.0,3.1
11.403,58.343,2015,1,7,0.5,1.9
11.24,58.353,2015,1,7,0.5,0.75
11.103,58.868,2015,1,7,0.5,0.75
20.32,58.88,2015,1,8,0.0,0.3
10.7717,55.2977,2015,1,8,0.5,0.8
10.3687,56.2427,2015,1,8,1.0,0.8
11.627,58.393,2015,1,8,0.5,0.8
10.3187,56.1547,2015,1,8,1.0,1.2
9.533,55.2497,2015,1,8,1.0,1.8
10.3913,56.0442,2015,1,8,1.0,0.3
12.067,55.713,2015,1,8,1.0,0.8
9.5868,55.3665,2015,1,8,1.0,0.9
11.58,58.23,2015,1,8,0.5,0.36
18.23,58.58,2015,1,8,0.0,0.2
10.3085,56.9895,2015,1,8,0.0,2.8
11.81,58.1092,2015,1,8,0.5,0.72
17.98,58.02,2015,1,8,0.0,0.2
11.907,57.692,2015,1,8,0.5,0.68
17.67,57.12,2015,1,8,0.0,0.2
14.87,55.62,2015,1,9,0.0,0.7
12.75,55.867,2015,1,10,0.0,1.4
12.517,56.127,2015,1,10,0.0,1.8
12.37,56.23,2015,1,10,0.0,2.5
12.72,56.565,2015,1,10,0.0,2.3
12.2117,56.94,2015,1,12,0.0,1.1
11.758,56.958,2015,1,12,0.0,0.7
11.67,57.192,2015,1,12,0.0,0.8
12.117,56.667,2015,1,12,0.0,1.8
12.22,56.57,2015,1,12,0.0,1.9
13.3,55.0,2015,1,13,0.0,1.1
10.2568,55.0755,2015,1,13,1.0,3.85
-6.684,55.1487,2015,1,13,1.0,10.28
14.08,55.0,2015,1,13,0.0,1.5
10.3743,55.0628,2015,1,13,0.5,3.6
11.8273,54.7093,2015,1,13,1.0,1.8
9.9072,55.851,2015,1,13,1.0,1.1
12.05,57.407,2015,1,13,0.0,1.9
12.107,57.137,2015,1,13,0.0,1.3
18.4,55.555,2015,1,14,0.0,0.4
11.2822,55.2483,2015,1,14,1.0,1.3
11.4643,55.2053,2015,1,14,1.0,4.7
19.58,56.63,2015,1,14,0.0,0.4
20.05,57.33,2015,1,14,0.0,0.3
19.88,58.0,2015,1,15,0.0,0.3
-117.308,32.958,2015,1,15,1.99,0.37
-117.283,32.955,2015,1,15,1.99,0.34
-117.465,33.245,2015,1,16,1.99,0.44
-117.395,32.912,2015,1,16,1.99,0.33
-117.532,32.845,2015,1,16,1.99,0.19
-117.873,32.68,2015,1,16,1.99,0.2
-118.215,32.513,2015,1,17,1.99,0.2
-118.557,32.348,2015,1,17,1.99,0.11
-118.895,32.177,2015,1,17,1.99,0.11
-119.233,32.01,2015,1,17,1.99,0.13
-119.57,31.847,2015,1,17,1.99,0.1
-120.25,31.512,2015,1,17,1.99,0.11
-120.925,31.182,2015,1,18,1.99,0.1
-121.59,30.847,2015,1,18,1.99,0.12
-122.265,30.515,2015,1,18,1.99,0.09
-122.925,30.182,2015,1,18,1.99,0.11
-123.587,29.848,2015,1,19,1.99,0.09
11.8572,55.9978,2015,1,19,1.0,3.7
10.7028,54.8858,2015,1,19,1.0,1.82
11.51,54.8753,2015,1,19,1.0,0.3
-5.5972,54.467,2015,1,19,1.0,0.52
-124.0,30.42,2015,1,19,1.99,0.11
9.561,56.9417,2015,1,19,0.6,8.4
8.351,55.3375,2015,1,19,1.0,2.33
21.9532,60.2557,2015,1,19,0.0,1.2
8.2107,56.3433,2015,1,19,1.0,6.3
11.8723,54.6272,2015,1,19,1.0,2.91
-8.768,51.633,2015,1,19,0.0,2.8
-8.7628,51.6445,2015,1,19,0.0,1.2
-8.7627,51.6417,2015,1,19,0.0,4.2
8.5763,55.0938,2015,1,19,1.0,0.6
-8.6725,51.6258,2015,1,19,0.0,0.9
-8.6738,51.6423,2015,1,19,0.0,1.3
-8.6735,51.636,2015,1,19,0.0,1.0
-8.686,51.6382,2015,1,19,0.0,1.8
-8.6963,51.6357,2015,1,19,0.0,2.2
-8.7102,51.6355,2015,1,19,0.0,3.6
-8.7163,51.6397,2015,1,19,0.0,2.2
-8.7368,51.6382,2015,1,19,0.0,3.9
-8.7518,51.6453,2015,1,19,0.0,5.9
-8.7368,51.6382,2015,1,19,0.0,3.1
-8.7627,51.6417,2015,1,19,0.0,3.5
-8.7628,51.6445,2015,1,19,0.0,3.2
-123.332,30.753,2015,1,19,1.99,0.13
-122.663,31.085,2015,1,19,1.99,0.1
-121.995,31.418,2015,1,20,1.99,0.1
10.567,55.4517,2015,1,20,1.0,1.8
10.5192,55.4792,2015,1,20,1.0,1.0
8.2243,56.0778,2015,1,20,1.0,6.5
11.5867,55.118,2015,1,20,1.0,0.9
-5.7967,54.8392,2015,1,20,1.0,0.24
10.3913,56.0442,2015,1,20,1.0,0.7
8.3445,55.5122,2015,1,20,1.0,1.1
12.2955,54.976,2015,1,20,1.0,1.1
-121.317,31.75,2015,1,20,1.99,0.11
10.3187,56.1547,2015,1,20,1.0,1.7
12.2332,55.0132,2015,1,20,1.0,1.3
-8.5113,51.6665,2015,1,20,0.0,2.7
-8.5082,51.6737,2015,1,20,0.0,1.6
10.3687,56.2427,2015,1,20,1.0,1.2
8.1083,55.967,2015,1,20,1.0,1.1
11.7705,55.0685,2015,1,20,1.0,0.6
12.0538,55.161,2015,1,20,1.0,0.8
-8.501,51.6913,2015,1,20,0.0,1.7
-8.5142,51.7023,2015,1,20,0.0,1.6
-8.5322,51.6928,2015,1,20,0.0,2.2
-8.5803,51.6955,2015,1,20,0.0,6.2
-8.5518,51.7017,2015,1,20,0.0,2.5
-8.601,51.7068,2015,1,20,0.0,6.0
-8.6128,51.723,2015,1,20,0.0,6.2
-8.6297,51.729,2015,1,20,0.0,3.7
-8.632,51.7458,2015,1,20,0.0,3.4
-8.634,51.7372,2015,1,20,0.0,4.8
-8.64,51.753,2015,1,20,0.0,3.4
-120.642,32.083,2015,1,20,2.98,0.11
-119.958,32.418,2015,1,21,1.99,0.15
-119.485,32.653,2015,1,21,2.98,0.12
9.8058,58.0792,2015,1,21,2.0,0.3
10.0752,55.166,2015,1,21,1.0,1.03
10.8022,55.066,2015,1,21,1.0,2.11
9.9153,57.6078,2015,1,21,1.0,2.11
19.6665,54.3662,2015,1,21,0.5,10.65
19.7605,54.4448,2015,1,21,0.5,12.43
19.7247,54.4472,2015,1,21,0.5,10.65
-118.937,32.918,2015,1,21,1.99,0.29
9.5868,55.3665,2015,1,21,1.0,1.63
11.1702,55.4612,2015,1,21,1.0,1.9
16.5645,57.0982,2015,1,21,0.5,0.5
19.6688,54.451,2015,1,21,0.5,8.88
19.64,54.3938,2015,1,21,0.5,10.65
-8.459,51.8995,2015,1,21,0.31,2.0
-8.4235,51.901,2015,1,21,0.55,1.9
-8.4463,51.902,2015,1,21,0.38,1.5
19.45,54.3662,2015,1,21,0.5,15.98
-8.3362,51.8778,2015,1,21,0.36,1.9
-8.3565,51.8867,2015,1,21,0.34,1.7
-8.39,51.8983,2015,1,21,0.33,1.7
-8.4025,51.901,2015,1,21,0.28,1.6
9.533,55.2497,2015,1,21,1.0,2.1
19.2965,54.3,2015,1,21,0.5,10.65
-8.2422,51.8405,2015,1,21,0.32,1.4
-8.3127,51.8378,2015,1,21,0.29,1.5
19.427,54.2892,2015,1,21,0.5,10.65
-8.2745,51.7747,2015,1,21,0.26,1.0
-8.2652,51.7898,2015,1,21,0.34,1.1
-8.269,51.8105,2015,1,21,0.37,1.1
19.5203,54.3318,2015,1,21,0.5,14.2
-118.388,33.183,2015,1,21,1.99,0.18
-8.4025,51.901,2015,1,21,0.32,1.3
-8.4463,51.902,2015,1,21,0.38,1.6
-8.3565,51.8867,2015,1,21,0.23,1.3
-118.253,33.25,2015,1,21,1.99,0.21
-117.907,33.418,2015,1,21,1.99,0.21
-117.77,33.487,2015,1,22,1.99,0.65
-117.748,33.495,2015,1,22,1.99,0.87
8.585,57.4372,2015,1,22,0.0,0.3
-118.095,33.672,2015,1,22,1.99,0.86
17.617,58.8,2015,1,22,0.0,0.3
10.7717,55.2977,2015,1,22,0.5,1.1
21.0942,60.5952,2015,1,22,0.0,0.5
18.521,54.656,2015,1,22,0.0,7.74
12.75,55.867,2015,1,22,1.0,0.5
-5.8067,54.668,2015,1,22,1.0,0.3
16.501,56.7723,2015,1,22,0.5,0.7
-118.445,33.888,2015,1,22,1.99,2.21
-7.8603,51.888,2015,1,22,0.29,1.2
-7.839,51.9123,2015,1,22,0.27,1.7
-7.786,51.941,2015,1,22,0.27,1.4
-118.49,33.89,2015,1,22,1.99,0.21
12.067,55.713,2015,1,22,1.0,1.7
-7.8353,51.927,2015,1,22,0.26,4.6
11.8723,54.6272,2015,1,22,1.0,1.0
-7.883,52.0827,2015,1,22,0.26,3.2
-7.8623,52.0873,2015,1,22,0.26,2.8
-7.867,52.1095,2015,1,22,0.27,3.1
-7.8548,52.1198,2015,1,22,0.25,2.1
-118.627,33.823,2015,1,22,1.99,0.21
-7.8553,52.0135,2015,1,22,0.24,5.6
-7.8527,52.0307,2015,1,22,0.26,4.5
-7.8492,52.0488,2015,1,22,0.26,4.4
-7.8723,52.0652,2015,1,22,0.24,2.7
-7.8465,51.9662,2015,1,22,0.25,3.0
-7.865,51.984,2015,1,22,0.18,4.0
-7.8823,51.9958,2015,1,22,0.26,5.6
-7.8417,51.9482,2015,1,22,0.0,4.2
8.7915,57.7908,2015,1,22,2.0,0.3
-7.8555,52.147,2015,1,22,0.0,1.9
-118.975,33.66,2015,1,22,1.99,0.16
-119.318,33.492,2015,1,22,1.99,0.17
-119.663,33.323,2015,1,23,1.99,0.48
-120.01,33.155,2015,1,23,1.99,0.12
9.8023,57.8873,2015,1,23,2.0,0.3
9.8025,57.7598,2015,1,23,0.0,0.4
-120.35,32.99,2015,1,23,1.99,0.14
21.05,55.74,2015,1,23,0.0,8.23
20.83,56.03,2015,1,23,0.0,0.48
-121.04,32.658,2015,1,23,1.99,0.13
20.89,55.77,2015,1,23,0.0,0.8
-121.712,32.323,2015,1,23,1.99,0.11
-122.392,31.99,2015,1,24,1.99,0.12
10.8193,57.4322,2015,1,24,0.0,2.0
21.06,55.72,2015,1,24,0.0,2.31
-123.07,31.655,2015,1,24,1.99,0.11
11.0227,57.8865,2015,1,24,0.0,0.6
20.96,55.31,2015,1,24,0.0,0.77
-123.745,31.323,2015,1,24,1.99,0.1
21.08,55.56,2015,1,24,0.0,1.08
-124.17,31.912,2015,1,24,1.99,0.15
-123.492,32.245,2015,1,25,1.99,0.11
10.817,58.677,2015,1,25,2.0,0.0
-122.813,32.575,2015,1,25,1.99,0.14
11.0048,58.4118,2015,1,25,0.0,1.4
-122.128,32.908,2015,1,25,1.99,0.19
-121.443,33.247,2015,1,25,1.99,0.3
10.485,58.289,2015,1,26,2.0,0.4
-120.755,33.578,2015,1,26,1.99,0.18
-120.412,33.745,2015,1,26,1.99,0.13
10.2568,55.0755,2015,1,26,1.0,2.63
11.7952,55.8662,2015,1,26,1.0,2.9
11.8572,55.9978,2015,1,26,1.0,2.3
10.3743,55.0628,2015,1,26,0.5,2.6
11.2822,55.2483,2015,1,26,1.0,1.4
-8.1142,54.651,2015,1,26,0.0,1.0
8.2243,56.0778,2015,1,26,1.0,2.6
11.4643,55.2053,2015,1,26,1.0,1.0
-8.1995,54.501,2015,1,26,0.0,1.0
-8.1902,54.501,2015,1,26,0.0,1.0
-8.1307,54.6443,2015,1,26,0.0,1.0
-8.1488,54.6362,2015,1,26,0.0,1.0
-120.133,33.88,2015,1,26,1.99,0.8
10.745,57.3,2015,1,26,1.0,0.8
-8.1943,54.501,2015,1,26,0.0,1.0
-8.134,54.6055,2015,1,26,0.0,1.0
-8.134,54.6203,2015,1,26,0.0,1.0
10.3085,56.9895,2015,1,26,0.0,0.7
-8.1995,54.501,2015,1,26,0.0,1.0
-119.513,34.178,2015,1,26,1.99,1.1
-119.412,34.227,2015,1,26,1.99,1.21
-119.323,34.258,2015,1,26,1.99,1.47
-8.2087,54.5045,2015,1,26,0.0,1.0
-8.2087,54.5045,2015,1,26,4.2,1.0
-8.2087,54.5045,2015,1,26,0.0,1.0
-8.2545,54.5108,2015,1,26,4.72,1.0
-119.802,34.403,2015,1,27,1.99,0.71
-120.025,34.277,2015,1,27,1.99,0.31
11.348,57.361,2015,1,27,0.0,2.1
11.3253,55.111,2015,1,27,1.0,0.5
-120.525,34.452,2015,1,27,1.99,0.91
11.5867,55.118,2015,1,27,1.0,0.9
10.7028,54.8858,2015,1,27,1.0,2.4
-8.4397,54.635,2015,1,27,0.0,1.0
-120.807,34.318,2015,1,27,2.98,0.36
8.2107,56.3433,2015,1,27,1.0,8.4
14.2972,55.65,2015,1,27,0.5,0.23
-8.4373,54.6317,2015,1,27,0.0,1.0
-8.4355,54.628,2015,1,27,0.0,1.0
-8.4398,54.6218,2015,1,27,0.0,1.0
-8.4303,54.6423,2015,1,27,0.0,1.0
-8.435,54.6357,2015,1,27,0.0,1.0
10.7917,56.8567,2015,1,27,1.0,0.5
11.8723,54.6272,2015,1,27,1.0,0.9
12.0538,55.161,2015,1,27,1.0,0.7
12.1538,55.1827,2015,1,27,1.0,0.9
-8.4633,54.5958,2015,1,27,0.0,1.0
-8.4062,54.6122,2015,1,27,0.0,1.0
-8.4443,54.6052,2015,1,27,0.0,1.0
-8.3872,54.619,2015,1,27,0.0,1.0
-8.4397,54.633,2015,1,27,0.0,1.0
11.8273,54.7093,2015,1,27,1.0,0.7
-8.4397,54.633,2015,1,27,0.0,1.0
-8.4397,54.635,2015,1,27,0.0,1.0
-8.4373,54.6317,2015,1,27,0.0,1.0
-8.4355,54.628,2015,1,27,0.0,1.0
-8.4398,54.6218,2015,1,27,0.0,2.0
-8.4303,54.6423,2015,1,27,0.0,1.0
-8.435,54.6357,2015,1,27,0.0,1.0
11.8662,56.7935,2015,1,27,2.0,1.6
-121.15,34.153,2015,1,27,1.99,0.32
12.117,56.667,2015,1,27,2.0,1.7
-121.845,33.823,2015,1,27,1.99,0.19
-122.533,33.483,2015,1,28,1.99,0.14
11.8955,56.3528,2015,1,28,0.0,2.2
2.67,51.168,2015,1,28,3.0,2.2
2.858,51.225,2015,1,28,3.0,2.6
12.5658,56.5572,2015,1,28,0.0,1.7
-123.905,32.813,2015,1,28,1.99,0.11
-124.322,33.385,2015,1,28,1.99,0.14
11.16,56.132,2015,1,29,0.0,1.7
3.1875,51.375,2015,1,29,3.0,2.6
-123.642,33.722,2015,1,29,1.99,0.18
-122.945,34.055,2015,1,29,1.99,0.16
-122.247,34.388,2015,1,29,1.99,0.25
10.792,56.857,2015,1,29,0.0,0.8
-121.553,34.713,2015,1,30,1.99,0.3
-121.198,34.888,2015,1,30,1.99,0.28
-120.918,35.022,2015,1,30,1.99,0.51
-120.782,35.093,2015,1,30,1.99,0.69
-121.255,35.643,2015,1,30,1.99,1.33
-121.61,35.475,2015,1,30,1.99,0.38
-121.958,35.312,2015,1,31,1.99,0.36
-122.667,34.975,2015,1,31,1.99,0.23
-123.363,34.645,2015,1,31,2.98,0.27
11.325,57.53,2015,1,31,0.0,1.5
-124.065,34.31,2015,1,31,2.98,0.22
-124.477,34.88,2015,2,1,2.98,0.19
11.0293,58.0788,2015,2,1,0.0,1.3
-123.778,35.212,2015,2,1,2.98,0.21
-123.073,35.543,2015,2,1,1.99,0.55
-122.368,35.88,2015,2,1,1.99,1.25
-122.01,36.048,2015,2,2,1.99,0.49
10.567,55.4517,2015,2,2,1.0,0.84
10.5322,55.6027,2015,2,2,1.0,1.62
18.79,54.581,2015,2,2,0.0,2.52
10.5192,55.4792,2015,2,2,2.9,0.96
10.0903,55.6743,2015,2,2,1.0,1.3
18.833,54.666,2015,2,2,0.0,0.89
9.6687,55.7043,2015,2,2,1.0,2.9
-6.2202,53.7063,2015,2,2,0.0,1.3
-6.3437,53.715,2015,2,2,0.0,1.8
-6.2222,53.7185,2015,2,2,0.0,0.8
-6.2293,53.734,2015,2,2,0.0,1.1
-9.1402,54.1293,2015,2,2,0.0,1.0
-9.138,54.1382,2015,2,2,0.0,1.0
-9.1397,54.1495,2015,2,2,0.0,1.0
-9.1383,54.1607,2015,2,2,0.0,1.0
-9.1375,54.1708,2015,2,2,0.0,1.0
-9.131,54.1933,2015,2,2,0.0,1.0
-9.138,54.1857,2015,2,2,0.0,1.0
-9.1355,54.201,2015,2,2,0.0,2.0
-122.055,36.788,2015,2,2,1.99,0.99
12.107,57.137,2015,2,2,0.0,0.9
-6.2688,53.7318,2015,2,2,0.0,1.2
-6.288,53.7243,2015,2,2,0.0,1.2
-6.3098,53.7203,2015,2,2,0.0,1.2
-6.3292,53.718,2015,2,2,0.0,1.5
-6.251,53.7243,2015,2,2,0.0,1.5
-6.3437,53.715,2015,2,2,0.0,1.7
-9.1355,54.201,2015,2,2,0.0,4.0
18.37,54.883,2015,2,2,0.0,0.97
12.05,57.407,2015,2,2,0.0,1.1
-6.2688,53.7318,2015,2,2,0.3,1.6
-6.288,53.7243,2015,2,2,0.1,1.6
-6.3098,53.7203,2015,2,2,0.2,1.5
-6.3292,53.718,2015,2,2,0.2,1.7
-9.1383,54.1323,2015,2,2,0.0,1.0
-9.1402,54.1293,2015,2,2,0.0,2.0
-9.1397,54.1495,2015,2,2,0.0,1.0
-9.138,54.1382,2015,2,2,0.0,1.0
-9.1383,54.1607,2015,2,2,0.0,2.0
-9.1375,54.1708,2015,2,2,0.0,2.0
-9.131,54.1933,2015,2,2,0.0,2.0
-9.138,54.1857,2015,2,2,0.0,1.0
14.2972,55.65,2015,2,2,0.5,0.51
-6.251,53.7243,2015,2,2,0.2,2.0
18.083,54.875,2015,2,2,0.0,1.81
-122.415,36.622,2015,2,2,1.99,1.29
17.535,54.833,2015,2,2,0.0,1.33
-122.773,36.452,2015,2,2,1.99,1.31
-9.1417,54.121,2015,2,2,0.0,1.0
-123.485,36.122,2015,2,3,1.99,0.24
16.8,54.633,2015,2,3,0.0,1.13
9.5283,55.4927,2015,2,3,1.0,0.9
9.0758,56.6208,2015,2,3,1.0,4.8
-124.197,35.787,2015,2,3,1.99,0.17
9.722,55.429,2015,2,3,1.0,1.85
9.9153,57.6078,2015,2,3,1.0,0.25
14.8237,56.1115,2015,2,3,0.5,0.72
15.983,54.45,2015,2,3,0.0,1.02
10.3187,56.1547,2015,2,3,1.0,1.8
8.3445,55.5122,2015,2,3,1.0,1.1
9.2925,56.5958,2015,2,3,1.0,11.0
-8.4825,54.278,2015,2,3,0.0,1.0
-8.493,54.285,2015,2,3,0.0,1.0
-8.4992,54.2903,2015,2,3,0.0,2.0
-8.516,54.2993,2015,2,3,0.0,1.0
10.3687,56.2427,2015,2,3,1.0,1.6
9.4707,55.0312,2015,2,3,1.0,1.1
-6.3412,54.0087,2015,2,3,0.2,1.1
-6.3493,54.009,2015,2,3,0.2,1.7
-8.5395,54.2998,2015,2,3,0.0,2.0
-8.5768,54.3043,2015,2,3,0.0,2.0
-8.6043,54.3188,2015,2,3,0.0,1.0
-8.617,54.3273,2015,2,3,0.0,1.0
-6.3643,54.0075,2015,2,3,0.2,1.6
-6.388,54.0082,2015,2,3,2.8,1.5
-8.651,54.3138,2015,2,3,0.0,1.0
15.533,54.256,2015,2,3,0.0,1.01
9.8238,54.9483,2015,2,3,1.0,1.6
-6.3493,54.009,2015,2,3,0.0,5.4
-8.5768,54.3043,2015,2,3,0.0,1.0
9.8245,54.8373,2015,2,3,1.0,1.9
-6.4032,54.0122,2015,2,3,0.0,1.7
-8.4825,54.278,2015,2,3,0.0,1.0
-8.4992,54.2903,2015,2,3,0.0,1.0
-8.493,54.285,2015,2,3,2.9,2.0
-8.516,54.2993,2015,2,3,0.0,1.0
-8.5395,54.2998,2015,2,3,0.0,1.0
14.691,54.066,2015,2,3,0.0,1.6
14.25,54.066,2015,2,3,0.0,2.47
-125.345,36.04,2015,2,3,1.99,0.39
-6.3643,54.0075,2015,2,3,0.3,1.6
-124.63,36.377,2015,2,4,1.99,0.4
15.133,54.741,2015,2,4,0.0,0.61
9.0625,56.954,2015,2,4,1.0,1.2
11.687,57.667,2015,2,4,0.5,0.68
-123.917,36.707,2015,2,4,1.99,0.23
10.5242,54.7532,2015,2,4,1.0,2.76
10.0752,55.166,2015,2,4,1.0,2.43
-9.8792,54.083,2015,2,4,0.0,1.0
-9.9018,54.05,2015,2,4,0.0,2.0
-9.8938,54.0727,2015,2,4,0.0,2.0
10.1603,54.9977,2015,2,4,1.0,3.57
9.7632,55.4588,2015,2,4,1.0,9.83
9.9072,55.851,2015,2,4,1.0,1.3
9.6292,57.035,2015,2,4,1.0,0.6
10.4203,55.0293,2015,2,4,1.0,4.53
12.067,55.713,2015,2,4,1.0,3.0
15.8187,56.0815,2015,2,4,0.5,0.48
-9.8155,54.1382,2015,2,4,0.0,2.0
-9.8032,54.1455,2015,2,4,0.0,5.0
15.983,55.25,2015,2,4,0.0,1.07
11.403,58.343,2015,2,4,0.5,0.32
-9.8323,54.067,2015,2,4,0.0,1.0
8.549,55.337,2015,2,4,1.0,2.2
11.24,58.353,2015,2,4,0.5,0.4
-123.195,37.047,2015,2,4,2.98,0.72
11.103,58.868,2015,2,4,0.5,0.2
-122.83,37.208,2015,2,4,1.99,0.38
-122.617,37.307,2015,2,4,1.99,0.62
16.45,54.925,2015,2,4,0.0,0.52
-9.8703,54.0687,2015,2,4,0.0,2.0
-123.098,37.843,2015,2,5,2.98,1.48
17.066,55.216,2015,2,5,0.0,0.75
-123.603,37.613,2015,2,5,1.99,0.77
11.627,58.393,2015,2,5,0.5,0.2
10.7717,55.2977,2015,2,5,0.5,1.4
11.58,58.23,2015,2,5,0.5,0.27
10.2107,56.4738,2015,2,5,1.0,1.6
18.0,55.291,2015,2,5,0.0,0.77
-6.137,53.333,2015,2,5,0.3,1.5
-6.1108,53.3517,2015,2,5,0.4,1.4
-6.1367,53.35,2015,2,5,0.3,1.2
-6.1152,53.3033,2015,2,5,0.5,1.4
-6.1387,53.3185,2015,2,5,0.4,1.5
11.81,58.1092,2015,2,5,0.5,0.31
-6.0802,53.3247,2015,2,5,0.3,1.3
-6.1162,53.3317,2015,2,5,0.5,1.6
-6.0767,53.3565,2015,2,5,0.5,1.6
-6.1367,53.35,2015,2,5,0.5,1.2
11.907,57.692,2015,2,5,0.5,1.1
-6.137,53.333,2015,2,5,0.3,1.5
-6.1108,53.3517,2015,2,5,0.5,1.4
18.4,55.555,2015,2,5,0.0,0.4
19.066,55.35,2015,2,5,0.0,0.45
-6.1387,53.3185,2015,2,5,0.5,1.5
-9.8795,54.2742,2015,2,5,0.0,1.0
-9.9287,54.2767,2015,2,5,0.0,1.0
-9.868,54.2883,2015,2,5,0.0,1.0
-9.8963,54.297,2015,2,5,0.0,1.0
-9.884,54.3137,2015,2,5,0.0,1.0
-9.9322,54.3033,2015,2,5,0.0,1.0
-9.9735,54.3113,2015,2,5,0.0,1.0
19.333,54.833,2015,2,6,0.0,0.57
19.293,54.651,2015,2,6,0.0,0.94
19.113,54.5,2015,2,6,0.0,0.86
19.441,54.408,2015,2,6,0.0,1.01
10.8022,55.066,2015,2,9,1.0,15.0
10.2568,55.0755,2015,2,9,1.0,5.46
10.3743,55.0628,2015,2,9,0.2,5.04
10.9975,55.3753,2015,2,9,1.0,3.9
-8.9445,53.1663,2015,2,9,0.0,1.0
-8.9863,53.1623,2015,2,9,0.0,1.0
11.1702,55.4612,2015,2,9,1.0,4.44
21.9532,60.2557,2015,2,9,0.0,0.68
-6.9607,52.2392,2015,2,9,0.4,3.7
-6.9917,52.2583,2015,2,9,0.4,3.2
-6.9883,52.2745,2015,2,9,0.5,2.5
-8.939,53.1447,2015,2,9,0.0,1.0
-8.9402,53.1483,2015,2,9,0.0,1.0
-8.948,53.1583,2015,2,9,0.0,1.0
10.745,57.3,2015,2,9,1.0,3.7
-6.936,52.1997,2015,2,9,4.3,5.0
-6.9468,52.221,2015,2,9,0.5,3.5
-8.9445,53.1663,2015,2,9,0.0,1.0
-8.9647,53.1613,2015,2,9,0.0,1.0
-8.9565,53.1665,2015,2,9,0.0,1.0
-8.9657,53.1718,2015,2,9,0.0,2.0
-8.9612,53.1765,2015,2,9,0.0,1.0
-6.9708,52.1623,2015,2,9,0.4,2.1
-6.9277,52.1792,2015,2,9,0.3,3.9
10.7083,57.433,2015,2,9,1.0,3.72
-6.9187,52.1523,2015,2,9,0.6,2.1
-6.9488,52.1522,2015,2,9,0.5,2.3
-8.939,53.1447,2015,2,9,0.0,1.0
-8.948,53.1583,2015,2,9,0.0,1.0
-8.9565,53.1665,2015,2,9,0.0,1.0
-8.9657,53.1718,2015,2,9,0.0,1.0
-6.937,52.1272,2015,2,9,0.35,1.6
-6.9597,52.1352,2015,2,9,0.47,1.9
-6.9853,52.1438,2015,2,9,0.32,1.9
11.325,57.533,2015,2,10,1.0,3.0
12.4233,55.4933,2015,2,10,1.0,3.54
17.617,58.8,2015,2,10,0.0,0.4
10.7028,54.8858,2015,2,10,1.0,4.44
12.75,55.867,2015,2,10,1.0,0.4
-5.8067,54.668,2015,2,10,1.0,0.55
-9.6717,53.618,2015,2,10,0.0,1.0
10.5322,55.6027,2015,2,10,1.0,4.98
9.561,56.9417,2015,2,10,0.6,9.2
10.0903,55.6743,2015,2,10,1.0,4.26
14.282,53.9227,2015,2,10,0.0,8.7
-7.317,52.3273,2015,2,10,0.0,15.0
-7.4197,52.3468,2015,2,10,0.0,1.9
-9.7048,53.5977,2015,2,10,0.0,1.0
-9.6703,53.6157,2015,2,10,0.0,1.0
-9.685,53.6078,2015,2,10,0.0,1.0
-9.72,53.6,2015,2,10,0.0,1.0
8.2107,56.3433,2015,2,10,1.0,7.5
9.6687,55.7043,2015,2,10,1.0,16.2
-7.2233,52.2415,2015,2,10,0.0,8.0
-7.2422,52.2622,2015,2,10,0.0,13.9
-7.2857,52.2898,2015,2,10,0.0,14.3
-9.754,53.6,2015,2,10,0.0,1.0
-9.782,53.6,2015,2,10,0.0,1.0
-9.8243,53.616,2015,2,10,0.0,1.0
-9.8598,53.6202,2015,2,10,0.0,1.0
-7.119,52.2642,2015,2,10,0.0,7.0
-7.1642,52.277,2015,2,10,0.0,4.8
-7.0878,52.2517,2015,2,10,0.0,2.8
-7.0302,52.2665,2015,2,10,0.0,6.5
-7.0522,52.2563,2015,2,10,0.0,6.0
-6.9883,52.2745,2015,2,10,0.0,3.1
-9.7048,53.5977,2015,2,10,0.0,2.0
-9.6703,53.6157,2015,2,10,0.0,1.0
-9.6703,53.6157,2015,2,10,3.3,1.0
-9.685,53.6078,2015,2,10,0.0,1.0
