Wavelength,LakeMcKenzieFraserIsland1,LakeMcKenzieFraserIsland2,LakeMcKenzieFraserIsland3,HillInletatNorthernEndofWhitehaven1,HillInletatNorthernEndofWhitehaven2,HillInletatNorthernEndofWhitehaven3,WhitehavenBeach1,WhitehavenBeach2,WhitehavenBeach3,HelfireBayCapeLeGrande1,HelfireBayCapeLeGrande2,HelfireBayCapeLeGrande3,LuckyBayCapeLeGrande1,LuckyBayCapeLeGrande2,LuckyBayCapeLeGrande3,MainBrombieIsland1,MainBrombieIsland2,MainBrombieIsland3,NSWHyamsBeach11,NSWHyamsBeach12,NSWHyamsBeach13,HyamsBeach21,HyamsBeach22,HyamsBeach23,BoatHarbourTas1,BoatHarbourTas2,BoatHarbourTas3,TalkbudgeaCkQLD1,TalkbudgeaCkQLD2,TalkbudgeaCkQLD3,SqueakyBchVIC1,SqueakyBchVIC2,SqueakyBchVIC3,NTBrambyIslandBch1NEArnhemLand1,NTBrambyIslandBch1NEArnhemLand2,NTBrambyIslandBch1NEArnhemLand3,LittleBchTwoPeoplesBayWASite1WashedZone1,LittleBchTwoPeoplesBayWASite1WashedZone2,LittleBchTwoPeoplesBayWASite1WashedZone3,LittleBchTwoPeoplesBayWASite4BackBch1,LittleBchTwoPeoplesBayWASite4BackBch2,LittleBchTwoPeoplesBayWASite4BackBch3,LittleBchTwoPeoplesBayWASite5MidBch1,LittleBchTwoPeoplesBayWASite5MidBch2,LittleBchTwoPeoplesBayWASite5MidBch3,LittleBchTwoPeoplesBayWASite610-20cm1,LittleBchTwoPeoplesBayWASite610-20cm2,LittleBchTwoPeoplesBayWASite610-20cm3
877,0.718939,0.719038,0.719038,0.722302,0.722401,0.722401,0.7225,0.722599,0.722698,0.760391,0.760391,0.760292,0.782354,0.782354,0.782354,0.736944,0.736845,0.736944,0.674815,0.674815,0.674815,0.667494,0.667494,0.667494,0.627031,0.627031,0.627031,0.7503,0.7503,0.7503,0.669374,0.669275,0.669275,0.599825,0.599924,0.599924,0.725369,0.725567,0.725567,0.723193,0.723292,0.723391,0.725468,0.725468,0.725567,0.726359,0.726458,0.726458
878,0.719029,0.719128,0.719227,0.722492,0.722492,0.722492,0.722788,0.722887,0.722986,0.76058,0.760481,0.760481,0.782543,0.782543,0.782543,0.737133,0.737133,0.737133,0.675005,0.675005,0.675005,0.667585,0.667585,0.667585,0.627122,0.627221,0.627221,0.750489,0.750489,0.750489,0.669465,0.669366,0.669366,0.599916,0.599916,0.599916,0.725558,0.725657,0.725756,0.723283,0.723481,0.723481,0.725657,0.725756,0.725657,0.726449,0.726449,0.726548
879,0.719199,0.719199,0.719298,0.722562,0.722661,0.722661,0.723057,0.723057,0.723156,0.760649,0.760649,0.760649,0.782809,0.782809,0.782809,0.737302,0.737302,0.737302,0.675176,0.675077,0.675077,0.667757,0.667757,0.667757,0.627197,0.627295,0.627295,0.750558,0.750558,0.750657,0.669636,0.669537,0.669537,0.599992,0.599992,0.599992,0.725629,0.725827,0.725827,0.723354,0.723551,0.723551,0.725827,0.725827,0.725827,0.726618,0.726519,0.726618
880,0.719251,0.719251,0.71935,0.722713,0.722812,0.722812,0.723208,0.723307,0.723406,0.760798,0.760798,0.760699,0.782956,0.782956,0.782956,0.737452,0.737551,0.737452,0.67533,0.675231,0.675132,0.667812,0.667812,0.667812,0.627255,0.627453,0.627354,0.750708,0.750708,0.750807,0.669692,0.669593,0.669593,0.599953,0.600052,0.600052,0.72578,0.725879,0.725978,0.723406,0.723603,0.723603,0.725978,0.725978,0.725978,0.72667,0.726571,0.726571
881,0.719317,0.719416,0.719416,0.722878,0.722878,0.722878,0.723472,0.723472,0.723571,0.760961,0.760961,0.760862,0.783118,0.783217,0.783217,0.737617,0.737617,0.737716,0.675398,0.675398,0.6753,0.66798,0.66798,0.66798,0.627424,0.627523,0.627523,0.75097,0.750871,0.750871,0.66976,0.66976,0.66976,0.600024,0.600024,0.600123,0.725945,0.726043,0.726142,0.723472,0.723669,0.723768,0.726142,0.726142,0.726142,0.726736,0.726736,0.726736
882,0.719364,0.719463,0.719562,0.722924,0.722924,0.722924,0.723716,0.723716,0.723716,0.761004,0.761004,0.761004,0.783259,0.783259,0.783259,0.737761,0.737761,0.737761,0.675448,0.675448,0.675349,0.668129,0.66803,0.66803,0.627477,0.627675,0.627576,0.751113,0.751015,0.751015,0.669909,0.66981,0.66981,0.60008,0.600179,0.600179,0.726089,0.726089,0.726287,0.723617,0.723815,0.723815,0.726287,0.726287,0.726287,0.726782,0.726782,0.726782
883,0.719447,0.719546,0.719645,0.723107,0.723107,0.723107,0.723898,0.723898,0.723997,0.761186,0.761186,0.761186,0.78344,0.78344,0.78344,0.737943,0.737943,0.737844,0.675632,0.675632,0.675533,0.668313,0.668214,0.668214,0.627662,0.627761,0.627662,0.751295,0.751196,0.751196,0.669994,0.669895,0.669895,0.600166,0.600265,0.600265,0.726173,0.726272,0.72647,0.7237,0.723898,0.723997,0.726371,0.72647,0.726371,0.726865,0.726865,0.726964
884,0.719633,0.719633,0.719633,0.723193,0.723292,0.723292,0.724083,0.724182,0.724182,0.761272,0.761272,0.761272,0.783624,0.783723,0.783624,0.738128,0.738128,0.738128,0.675818,0.675818,0.675719,0.6684,0.6684,0.6684,0.627849,0.627849,0.627948,0.75148,0.751381,0.75148,0.67018,0.670081,0.670081,0.600254,0.600353,0.600353,0.726259,0.726457,0.726556,0.723688,0.723985,0.723985,0.726655,0.726655,0.726556,0.726952,0.727051,0.726952
885,0.719726,0.719825,0.719825,0.723286,0.723385,0.723385,0.724275,0.724473,0.724473,0.761463,0.761463,0.761463,0.783816,0.783915,0.783915,0.73832,0.73832,0.73832,0.675911,0.675911,0.675911,0.668493,0.668493,0.668493,0.627844,0.627943,0.627943,0.751573,0.751474,0.751573,0.670274,0.670175,0.670175,0.600348,0.600348,0.600348,0.72655,0.726649,0.726847,0.723979,0.724078,0.724177,0.726847,0.726847,0.726847,0.727144,0.727243,0.727144
886,0.719844,0.719943,0.720042,0.723504,0.723504,0.723603,0.724493,0.724691,0.724691,0.761682,0.761682,0.761583,0.784035,0.784035,0.784035,0.738439,0.738439,0.738538,0.676128,0.676029,0.676128,0.66871,0.66871,0.66871,0.62796,0.628059,0.628059,0.751692,0.751692,0.751791,0.670391,0.670292,0.670292,0.600464,0.600464,0.600464,0.726768,0.726966,0.727065,0.724196,0.724295,0.724394,0.727065,0.727065,0.727065,0.727361,0.72746,0.72746
887,0.720052,0.720151,0.720151,0.723712,0.723712,0.723712,0.724701,0.724899,0.724899,0.761792,0.761792,0.761693,0.784145,0.784244,0.784244,0.738647,0.738647,0.738746,0.676335,0.676236,0.676335,0.668818,0.668818,0.668818,0.628167,0.628266,0.628266,0.751901,0.752,0.751901,0.670499,0.670499,0.670499,0.600571,0.60067,0.600571,0.727075,0.727174,0.727273,0.724404,0.724602,0.724602,0.727372,0.727372,0.727372,0.727668,0.727668,0.727668
888,0.720185,0.720284,0.720383,0.723943,0.723943,0.723943,0.725032,0.72513,0.725229,0.762025,0.762025,0.761926,0.784379,0.784478,0.784478,0.738978,0.738879,0.738879,0.676564,0.676465,0.676465,0.669146,0.669146,0.669146,0.628295,0.628394,0.628394,0.752134,0.752233,0.752233,0.670728,0.670728,0.670728,0.600797,0.600797,0.600797,0.727208,0.727405,0.727504,0.724537,0.724735,0.724834,0.727504,0.727603,0.727504,0.727702,0.727801,0.727801
889,0.7205,0.7205,0.7205,0.724061,0.72416,0.72416,0.725248,0.725347,0.725446,0.762242,0.762143,0.762143,0.784498,0.784597,0.784696,0.739195,0.739195,0.739096,0.676779,0.676779,0.67668,0.669361,0.669262,0.669361,0.628508,0.628607,0.628607,0.752449,0.752449,0.752449,0.670943,0.670844,0.670844,0.600911,0.600911,0.60101,0.727424,0.727622,0.727622,0.724654,0.724852,0.724951,0.727721,0.727721,0.727721,0.72782,0.727918,0.727918
890,0.720637,0.720736,0.720736,0.724297,0.724396,0.724297,0.725484,0.725583,0.725583,0.762382,0.762382,0.762283,0.784738,0.784837,0.784837,0.739432,0.739531,0.739432,0.677013,0.677013,0.676914,0.669594,0.669495,0.669594,0.628641,0.628839,0.62874,0.752688,0.752688,0.752688,0.671177,0.671078,0.671078,0.601042,0.601141,0.601141,0.727661,0.727859,0.727859,0.724891,0.72499,0.725089,0.727957,0.727859,0.727957,0.728056,0.728056,0.728056
891,0.720819,0.720917,0.720917,0.724479,0.724578,0.724479,0.725666,0.725864,0.725864,0.762568,0.762568,0.762469,0.785025,0.785025,0.785025,0.739715,0.739616,0.739715,0.677288,0.67719,0.67719,0.669869,0.669869,0.669869,0.628812,0.62901,0.62901,0.752872,0.752872,0.752971,0.671353,0.671353,0.671254,0.601309,0.601408,0.601309,0.728041,0.728238,0.728238,0.72527,0.725369,0.725369,0.728238,0.72814,0.728238,0.728436,0.728337,0.728337
892,0.72107,0.721169,0.721169,0.72473,0.72473,0.724829,0.726017,0.726116,0.726214,0.762822,0.762723,0.762723,0.785281,0.785281,0.785281,0.739868,0.739868,0.739868,0.677437,0.677437,0.677338,0.670116,0.670017,0.670017,0.629056,0.629056,0.629155,0.753027,0.753126,0.753126,0.6716,0.671501,0.671501,0.601452,0.601452,0.601551,0.728193,0.728391,0.72849,0.725423,0.725621,0.725621,0.72849,0.728391,0.72849,0.728589,0.72849,0.728589
893,0.721153,0.721251,0.721251,0.724912,0.724912,0.724912,0.726297,0.726297,0.726396,0.762904,0.762904,0.762805,0.785363,0.785462,0.785462,0.739951,0.74005,0.739951,0.67762,0.67762,0.677521,0.6702,0.6702,0.6702,0.629141,0.629141,0.62924,0.753208,0.753307,0.753208,0.671684,0.671585,0.671585,0.601637,0.601637,0.601637,0.728375,0.728474,0.728573,0.725506,0.725704,0.725704,0.728573,0.728474,0.728573,0.728672,0.728672,0.728672
894,0.72133,0.721429,0.721429,0.724991,0.724991,0.724991,0.726475,0.726475,0.726573,0.76308,0.76308,0.762981,0.785538,0.785637,0.785637,0.740226,0.740325,0.740127,0.677799,0.6777,0.6777,0.670379,0.670379,0.670379,0.629321,0.629321,0.629321,0.753484,0.753484,0.753385,0.671764,0.671764,0.671764,0.601817,0.601817,0.601817,0.728453,0.728651,0.72875,0.725584,0.725782,0.725782,0.728651,0.728552,0.728552,0.72875,0.728651,0.72875
895,0.721501,0.7216,0.7216,0.725062,0.725161,0.725161,0.726546,0.726645,0.726645,0.763052,0.763052,0.762953,0.785608,0.785707,0.785707,0.740298,0.740298,0.740298,0.677872,0.677872,0.677872,0.670552,0.670453,0.670552,0.629396,0.629396,0.629396,0.753554,0.753554,0.753554,0.671937,0.671937,0.671937,0.601795,0.601894,0.601894,0.728723,0.728822,0.72902,0.725854,0.725953,0.726052,0.728822,0.728723,0.728723,0.728921,0.728921,0.728921
896,0.721603,0.721702,0.721801,0.725264,0.725363,0.725363,0.726748,0.726847,0.726847,0.763154,0.763154,0.763056,0.785711,0.78581,0.78581,0.7404,0.7404,0.740499,0.677975,0.677975,0.677975,0.670654,0.670654,0.670654,0.6294,0.629499,0.6294,0.753657,0.753657,0.753756,0.672039,0.672039,0.672039,0.601996,0.601996,0.601996,0.728924,0.729122,0.729221,0.726055,0.726154,0.726253,0.728924,0.728924,0.728924,0.729122,0.729122,0.729122
897,0.721768,0.721867,0.721966,0.725428,0.725527,0.725527,0.726912,0.726912,0.72711,0.763218,0.763218,0.763218,0.785773,0.785872,0.785971,0.740564,0.740465,0.740564,0.678042,0.678042,0.677943,0.670722,0.670722,0.670722,0.629469,0.629568,0.629469,0.753721,0.753721,0.75382,0.672107,0.672107,0.672107,0.602067,0.602067,0.602166,0.729187,0.729385,0.729385,0.726219,0.726417,0.726516,0.729088,0.729088,0.729088,0.729286,0.729286,0.729286
898,0.721911,0.72201,0.72201,0.725571,0.72567,0.72567,0.726956,0.727055,0.727154,0.763358,0.763358,0.763259,0.785911,0.785911,0.78601,0.740607,0.740705,0.740607,0.678288,0.678288,0.678189,0.670968,0.670869,0.670968,0.62952,0.629619,0.629619,0.753763,0.753862,0.753961,0.672253,0.672253,0.672253,0.602219,0.602219,0.602318,0.729429,0.729429,0.729627,0.726362,0.726461,0.72656,0.729231,0.729132,0.729231,0.72933,0.729429,0.729429
899,0.722104,0.722104,0.722203,0.725764,0.725764,0.725764,0.727149,0.727248,0.727347,0.763452,0.763452,0.763452,0.786006,0.786105,0.786105,0.7408,0.7408,0.7408,0.678481,0.678481,0.678382,0.671161,0.671062,0.671161,0.629616,0.629715,0.629715,0.753956,0.754055,0.754055,0.672447,0.672348,0.672348,0.602413,0.602413,0.602413,0.729622,0.729721,0.72982,0.726556,0.726655,0.726754,0.729226,0.729226,0.729325,0.729523,0.729523,0.729523
900,0.722236,0.722335,0.722434,0.725896,0.725896,0.725896,0.72738,0.727479,0.727479,0.763586,0.763586,0.763586,0.786239,0.786239,0.786338,0.741031,0.741031,0.741031,0.67871,0.678611,0.678611,0.67139,0.67139,0.67139,0.629743,0.629842,0.629842,0.754188,0.754188,0.754287,0.672577,0.672577,0.672478,0.602638,0.602638,0.602638,0.729853,0.730051,0.730051,0.726885,0.726885,0.726984,0.729359,0.729359,0.729457,0.729754,0.729754,0.729754
901,0.722432,0.722432,0.722432,0.725894,0.725993,0.725993,0.727576,0.727675,0.727675,0.763682,0.763682,0.763682,0.786237,0.786435,0.786435,0.741128,0.741128,0.741227,0.678906,0.678807,0.678906,0.671586,0.671586,0.671586,0.62984,0.629939,0.629939,0.754483,0.754483,0.754384,0.672773,0.672773,0.672773,0.602834,0.602735,0.602834,0.730148,0.730247,0.730346,0.727081,0.727081,0.72718,0.729554,0.729455,0.729554,0.72995,0.729851,0.72995
902,0.722628,0.722628,0.722628,0.72609,0.726189,0.726189,0.727673,0.727871,0.727871,0.763978,0.763879,0.763879,0.786433,0.786532,0.786532,0.741324,0.741324,0.741324,0.679102,0.679003,0.679102,0.671782,0.671782,0.671782,0.630037,0.630136,0.630136,0.75458,0.75458,0.75458,0.67287,0.67287,0.67287,0.603031,0.603031,0.60313,0.730245,0.730443,0.730542,0.727179,0.727277,0.727376,0.729652,0.729652,0.729652,0.730146,0.730047,0.730047
903,0.72273,0.722829,0.722928,0.726291,0.72639,0.72639,0.727874,0.727973,0.728072,0.76408,0.763981,0.763882,0.786535,0.786634,0.786634,0.741525,0.741525,0.741525,0.679204,0.679204,0.679204,0.671983,0.671983,0.671983,0.630237,0.630237,0.630237,0.754781,0.754682,0.754781,0.673071,0.673071,0.672972,0.603231,0.603231,0.60333,0.730446,0.730644,0.730743,0.727379,0.727478,0.727577,0.729753,0.729852,0.729753,0.730248,0.730248,0.730248
904,0.722971,0.72307,0.723169,0.726532,0.726532,0.726532,0.728115,0.728115,0.728214,0.764026,0.764125,0.764026,0.786681,0.786681,0.78678,0.741668,0.741767,0.741668,0.679343,0.679442,0.679442,0.672221,0.672319,0.672221,0.630275,0.630275,0.630473,0.754925,0.754925,0.755024,0.673309,0.673309,0.673309,0.603564,0.603564,0.603564,0.730786,0.730984,0.731083,0.727621,0.727818,0.727818,0.729995,0.729995,0.729995,0.730489,0.730588,0.730489
905,0.723197,0.723296,0.723296,0.726659,0.726758,0.726659,0.728242,0.728341,0.728341,0.764254,0.764155,0.764155,0.786909,0.78681,0.786909,0.741895,0.741895,0.741895,0.679666,0.679666,0.679567,0.672444,0.672444,0.672345,0.630398,0.630497,0.630497,0.755053,0.755152,0.755152,0.673532,0.673532,0.673434,0.603686,0.603686,0.603785,0.731012,0.73121,0.731309,0.727846,0.727945,0.728044,0.730023,0.730023,0.730122,0.730715,0.730715,0.730617
906,0.723289,0.723388,0.723388,0.726752,0.72685,0.726752,0.728433,0.728433,0.728532,0.764346,0.764346,0.764346,0.787001,0.787001,0.787001,0.741987,0.741987,0.742086,0.679858,0.679858,0.679759,0.672636,0.672636,0.672636,0.630491,0.63059,0.63059,0.755244,0.755343,0.755343,0.673724,0.673724,0.673625,0.603878,0.603878,0.603977,0.731302,0.7315,0.731599,0.728038,0.728236,0.728236,0.730214,0.730214,0.730313,0.730907,0.730907,0.730808
907,0.723379,0.723577,0.723478,0.726842,0.726941,0.726842,0.728523,0.728622,0.728721,0.764435,0.764435,0.764435,0.78709,0.787189,0.787189,0.742176,0.742176,0.742275,0.680048,0.680048,0.679949,0.672826,0.672826,0.672925,0.630582,0.630681,0.630681,0.755433,0.755433,0.755531,0.673914,0.673815,0.673914,0.604069,0.604069,0.604168,0.73159,0.731788,0.731788,0.728326,0.728425,0.728523,0.730304,0.730304,0.730403,0.731096,0.731096,0.731096
908,0.723564,0.723564,0.723663,0.727026,0.727026,0.727026,0.728609,0.728708,0.728906,0.76452,0.764619,0.76452,0.787076,0.787175,0.787175,0.74236,0.74236,0.742261,0.680233,0.680134,0.680134,0.67311,0.673011,0.67311,0.63067,0.630769,0.630868,0.755617,0.755617,0.755617,0.673902,0.673902,0.673902,0.604256,0.604454,0.604355,0.731874,0.731874,0.731874,0.728411,0.728609,0.728609,0.730291,0.730291,0.730291,0.73128,0.731181,0.731181
909,0.723766,0.723766,0.723865,0.727031,0.72713,0.727229,0.728811,0.72891,0.729009,0.764624,0.764723,0.764624,0.78718,0.787378,0.787279,0.742464,0.742464,0.742365,0.680435,0.680336,0.680336,0.673312,0.673213,0.673312,0.630872,0.630872,0.630872,0.75572,0.75572,0.75572,0.674104,0.674104,0.674005,0.604556,0.604655,0.604556,0.731977,0.732175,0.732175,0.728712,0.728811,0.728811,0.730493,0.730493,0.730493,0.731384,0.731384,0.731384
910,0.72397,0.72397,0.724069,0.727234,0.727333,0.727333,0.729015,0.729114,0.729213,0.764729,0.764828,0.764729,0.787384,0.787483,0.787384,0.742569,0.742569,0.742569,0.680638,0.680539,0.680638,0.673515,0.673416,0.673515,0.630976,0.631074,0.630976,0.755825,0.755825,0.755924,0.674307,0.674307,0.674208,0.604759,0.604858,0.604858,0.73228,0.732478,0.732577,0.728916,0.729015,0.729114,0.730697,0.730598,0.730598,0.731587,0.731587,0.731587
911,0.724036,0.724234,0.724234,0.727399,0.727498,0.727399,0.729081,0.72918,0.729279,0.764892,0.764892,0.764694,0.787348,0.787447,0.787447,0.742733,0.742634,0.742832,0.680805,0.680805,0.680805,0.673683,0.673683,0.673683,0.631046,0.631145,0.631145,0.75589,0.755989,0.756187,0.674375,0.674375,0.674375,0.605028,0.605127,0.605028,0.732642,0.732741,0.73284,0.729279,0.729378,0.729378,0.730763,0.730763,0.730763,0.731851,0.731752,0.731752
912,0.724236,0.724335,0.724335,0.7275,0.727599,0.727599,0.729182,0.729281,0.72938,0.764894,0.764894,0.764795,0.787449,0.787548,0.787548,0.742834,0.742834,0.742834,0.681005,0.680906,0.680906,0.673883,0.673784,0.673883,0.631147,0.631147,0.631147,0.75609,0.75609,0.756189,0.674575,0.674575,0.674575,0.605228,0.605228,0.605228,0.732842,0.73304,0.73304,0.729479,0.729578,0.729677,0.730864,0.730864,0.730864,0.732051,0.731952,0.732051
913,0.724436,0.724535,0.724535,0.727601,0.727799,0.7277,0.729382,0.729481,0.72958,0.764996,0.764897,0.764897,0.787551,0.787551,0.78765,0.743034,0.743034,0.742935,0.681205,0.681106,0.681106,0.674082,0.674082,0.674082,0.631247,0.631247,0.631346,0.75629,0.75629,0.756389,0.674775,0.674775,0.674775,0.605428,0.605428,0.605428,0.733042,0.733141,0.73324,0.729679,0.729778,0.729877,0.730965,0.730965,0.730866,0.732152,0.732152,0.732152
914,0.724637,0.724637,0.724637,0.727803,0.727902,0.727902,0.729485,0.729782,0.729782,0.765098,0.765098,0.764999,0.787753,0.787654,0.787851,0.743236,0.743334,0.743137,0.681406,0.681406,0.681406,0.674383,0.674284,0.674383,0.631448,0.631448,0.631448,0.756591,0.756591,0.756591,0.675075,0.675075,0.675075,0.605629,0.605728,0.605728,0.733244,0.733244,0.733442,0.729782,0.729979,0.729979,0.731068,0.730969,0.730969,0.732354,0.732354,0.732354
915,0.724939,0.724939,0.724939,0.728005,0.728104,0.728104,0.729588,0.729786,0.729885,0.765202,0.765202,0.765103,0.787856,0.787757,0.787856,0.743339,0.743438,0.743438,0.681608,0.681608,0.681608,0.674684,0.674585,0.674585,0.631551,0.631551,0.631551,0.756694,0.756694,0.756793,0.675277,0.675178,0.675178,0.605929,0.606028,0.606028,0.733446,0.733644,0.733743,0.730083,0.730182,0.730182,0.731072,0.731171,0.731171,0.732556,0.732556,0.732556
916,0.725161,0.725161,0.725161,0.728228,0.728327,0.728327,0.729811,0.72991,0.730009,0.765327,0.765327,0.765228,0.787784,0.787982,0.787883,0.743463,0.743562,0.743562,0.68183,0.68183,0.681731,0.674905,0.674707,0.674806,0.631573,0.631672,0.631573,0.756819,0.75672,0.756918,0.675399,0.6753,0.6753,0.606148,0.606148,0.606247,0.733867,0.734065,0.734065,0.730405,0.730503,0.730602,0.731295,0.731295,0.731295,0.732878,0.732779,0.732779
917,0.725267,0.725267,0.725366,0.728334,0.728433,0.728433,0.729917,0.730016,0.730213,0.765334,0.765334,0.765334,0.78789,0.788088,0.787989,0.743569,0.743569,0.743668,0.681935,0.681935,0.681836,0.67501,0.674911,0.67501,0.631678,0.631678,0.631678,0.756925,0.756826,0.756925,0.675504,0.675504,0.675504,0.606351,0.606351,0.60645,0.734171,0.73427,0.734369,0.730609,0.730807,0.730906,0.731401,0.731401,0.731499,0.733082,0.733082,0.733082
918,0.725274,0.725472,0.725571,0.728539,0.728539,0.72844,0.730122,0.730221,0.73032,0.76554,0.76554,0.765441,0.788096,0.788195,0.788195,0.743676,0.743775,0.743676,0.682239,0.68214,0.682041,0.675214,0.675214,0.675115,0.631783,0.631882,0.631783,0.757032,0.757032,0.757229,0.675709,0.675709,0.67561,0.606555,0.606654,0.606654,0.734376,0.734475,0.734475,0.730913,0.730913,0.731012,0.731507,0.731507,0.731507,0.733189,0.733189,0.733189
919,0.72558,0.725679,0.725679,0.728647,0.728746,0.728647,0.730329,0.730428,0.730526,0.765747,0.765648,0.765648,0.788205,0.788304,0.788403,0.743883,0.743981,0.743883,0.682445,0.682445,0.682346,0.675519,0.675519,0.67542,0.631989,0.631989,0.631989,0.757338,0.757239,0.757338,0.675915,0.675915,0.675915,0.606859,0.606859,0.606958,0.734484,0.734682,0.734781,0.731021,0.73112,0.731318,0.731615,0.731615,0.731615,0.733396,0.733297,0.733396
920,0.725784,0.725981,0.725882,0.72885,0.728949,0.728949,0.730532,0.730532,0.73073,0.765852,0.765753,0.765753,0.788409,0.788409,0.788508,0.744185,0.744086,0.744086,0.682648,0.682648,0.682549,0.675723,0.675723,0.675723,0.632093,0.632093,0.632191,0.757541,0.757443,0.757541,0.676118,0.676118,0.676118,0.607161,0.607161,0.60726,0.734787,0.734984,0.735083,0.731225,0.731423,0.731522,0.73172,0.73172,0.73172,0.733599,0.7335,0.733599
921,0.726104,0.726104,0.726104,0.729073,0.729073,0.729073,0.730656,0.730656,0.730853,0.765976,0.765877,0.765877,0.788534,0.788534,0.788534,0.744309,0.744111,0.744309,0.682869,0.68277,0.68277,0.675943,0.675943,0.675943,0.632114,0.632114,0.632311,0.757666,0.757666,0.757666,0.676339,0.67624,0.67624,0.607379,0.607379,0.607478,0.735108,0.735306,0.735504,0.731546,0.731744,0.731744,0.731843,0.731942,0.731843,0.733822,0.733822,0.733822
922,0.726308,0.726308,0.726308,0.729276,0.729375,0.729276,0.730761,0.730859,0.731057,0.766082,0.765983,0.765983,0.78864,0.78864,0.78864,0.744414,0.744414,0.744513,0.682973,0.683072,0.682973,0.676146,0.676146,0.676146,0.632317,0.632317,0.632416,0.757771,0.757771,0.75787,0.676542,0.676443,0.676542,0.607681,0.60778,0.607681,0.735411,0.735609,0.735707,0.731849,0.731948,0.732047,0.732047,0.732146,0.732047,0.734124,0.734124,0.734124
923,0.726494,0.726494,0.726593,0.729462,0.729462,0.729462,0.730946,0.731045,0.731243,0.766167,0.766167,0.766068,0.788626,0.788626,0.788725,0.744599,0.744599,0.744599,0.683159,0.683258,0.683159,0.676333,0.676333,0.676333,0.632405,0.632504,0.632504,0.757857,0.757956,0.757956,0.676728,0.676629,0.676629,0.607868,0.607967,0.607868,0.735695,0.735893,0.735992,0.732133,0.732232,0.732331,0.732232,0.732232,0.732232,0.73431,0.73431,0.73431
924,0.726716,0.726716,0.726815,0.729684,0.729684,0.729585,0.731168,0.731267,0.731465,0.766292,0.766292,0.766292,0.788751,0.788751,0.78885,0.744723,0.744723,0.744624,0.68338,0.68338,0.683479,0.676553,0.676553,0.676553,0.632525,0.632624,0.632624,0.75808,0.75808,0.75808,0.67685,0.67685,0.676751,0.607988,0.608086,0.608185,0.735917,0.736115,0.736214,0.732355,0.732454,0.732553,0.732256,0.732355,0.732355,0.734532,0.734433,0.734532
925,0.72684,0.72684,0.726939,0.729809,0.729908,0.729809,0.731392,0.73159,0.73159,0.766418,0.766418,0.766418,0.788878,0.789076,0.788977,0.744848,0.745046,0.744848,0.683701,0.683701,0.6838,0.676973,0.676874,0.676874,0.632745,0.632745,0.632844,0.758403,0.758403,0.758502,0.677072,0.677072,0.677072,0.608306,0.608405,0.608504,0.736141,0.736438,0.736339,0.73248,0.732678,0.732777,0.732381,0.73248,0.732381,0.734657,0.734558,0.734558
926,0.727029,0.727029,0.727128,0.729898,0.729997,0.729898,0.73158,0.731778,0.731877,0.766606,0.766606,0.766507,0.789066,0.789165,0.789165,0.745036,0.745036,0.745036,0.68389,0.68389,0.68389,0.677162,0.677063,0.677162,0.632836,0.632836,0.632935,0.758492,0.758591,0.758591,0.677261,0.677261,0.677162,0.608595,0.608595,0.608694,0.736329,0.736626,0.736626,0.732668,0.732965,0.732965,0.732471,0.73257,0.732471,0.734845,0.734746,0.734746
927,0.727219,0.727318,0.727416,0.729989,0.730187,0.730187,0.73177,0.731869,0.732067,0.766696,0.766696,0.766597,0.789156,0.789354,0.789354,0.745226,0.745028,0.745127,0.68408,0.68408,0.683981,0.677352,0.677253,0.677352,0.632829,0.633026,0.633026,0.758583,0.758583,0.758682,0.677451,0.677451,0.677352,0.608786,0.608786,0.608786,0.736519,0.736717,0.736915,0.732858,0.733155,0.733155,0.732561,0.73266,0.732561,0.734936,0.734936,0.734936
928,0.727524,0.727524,0.727524,0.730196,0.730394,0.730295,0.731977,0.732076,0.732175,0.766804,0.766903,0.766804,0.789363,0.789462,0.789363,0.745433,0.745235,0.745235,0.684385,0.684187,0.684187,0.677558,0.677558,0.677558,0.633133,0.633232,0.633232,0.75879,0.75879,0.758988,0.677657,0.677657,0.677558,0.608991,0.60909,0.60909,0.736924,0.737023,0.737122,0.733263,0.733362,0.733362,0.732768,0.732768,0.732768,0.735242,0.735242,0.735242
929,0.727614,0.727614,0.727713,0.730385,0.730484,0.730484,0.732166,0.732265,0.732364,0.766993,0.767092,0.766993,0.789552,0.789552,0.78965,0.745622,0.745523,0.745424,0.684674,0.684575,0.684476,0.677847,0.677748,0.677748,0.633323,0.633422,0.633422,0.758979,0.758979,0.759078,0.677847,0.677847,0.677748,0.609281,0.609379,0.609379,0.737113,0.737212,0.737311,0.733353,0.733551,0.733551,0.732858,0.732957,0.732858,0.735332,0.735332,0.735332
930,0.727688,0.727688,0.727886,0.730557,0.730656,0.730557,0.732338,0.732437,0.732536,0.767164,0.767164,0.767066,0.789623,0.789722,0.789722,0.745695,0.745695,0.745596,0.684848,0.684749,0.68465,0.67812,0.677922,0.678021,0.633499,0.633499,0.633499,0.759151,0.759249,0.759249,0.678021,0.67812,0.678021,0.609556,0.609556,0.609655,0.737186,0.737483,0.737483,0.733526,0.733723,0.733723,0.732932,0.732932,0.732932,0.735504,0.735405,0.735504
