Wavelength,LakeMcKenzieFraserIsland1,LakeMcKenzieFraserIsland2,LakeMcKenzieFraserIsland3,HillInletatNorthernEndofWhitehaven1,HillInletatNorthernEndofWhitehaven2,HillInletatNorthernEndofWhitehaven3,WhitehavenBeach1,WhitehavenBeach2,WhitehavenBeach3,HelfireBayCapeLeGrande1,HelfireBayCapeLeGrande2,HelfireBayCapeLeGrande3,LuckyBayCapeLeGrande1,LuckyBayCapeLeGrande2,LuckyBayCapeLeGrande3,MainBrombieIsland1,MainBrombieIsland2,MainBrombieIsland3,NSWHyamsBeach11,NSWHyamsBeach12,NSWHyamsBeach13,HyamsBeach21,HyamsBeach22,HyamsBeach23,BoatHarbourTas1,BoatHarbourTas2,BoatHarbourTas3,TalkbudgeaCkQLD1,TalkbudgeaCkQLD2,TalkbudgeaCkQLD3,SqueakyBchVIC1,SqueakyBchVIC2,SqueakyBchVIC3,NTBrambyIslandBch1NEArnhemLand1,NTBrambyIslandBch1NEArnhemLand2,NTBrambyIslandBch1NEArnhemLand3,LittleBchTwoPeoplesBayWASite1WashedZone1,LittleBchTwoPeoplesBayWASite1WashedZone2,LittleBchTwoPeoplesBayWASite1WashedZone3,LittleBchTwoPeoplesBayWASite4BackBch1,LittleBchTwoPeoplesBayWASite4BackBch2,LittleBchTwoPeoplesBayWASite4BackBch3,LittleBchTwoPeoplesBayWASite5MidBch1,LittleBchTwoPeoplesBayWASite5MidBch2,LittleBchTwoPeoplesBayWASite5MidBch3,LittleBchTwoPeoplesBayWASite610-20cm1,LittleBchTwoPeoplesBayWASite610-20cm2,LittleBchTwoPeoplesBayWASite610-20cm3
1594,0.758567,0.758666,0.758567,0.759454,0.759553,0.759454,0.779362,0.779362,0.779362,0.787936,0.787936,0.787936,0.811687,0.811687,0.811687,0.643161,0.643259,0.643358,0.730972,0.730873,0.730775,0.72565,0.725749,0.72565,0.68613,0.686229,0.68613,0.786063,0.786063,0.785965,0.730676,0.730578,0.730578,0.67184,0.67184,0.67184,0.754822,0.755315,0.755709,0.758468,0.758468,0.758468,0.755413,0.755512,0.75561,0.756005,0.756103,0.756005
1595,0.758637,0.758637,0.758637,0.759524,0.759524,0.759426,0.779333,0.779333,0.779431,0.787906,0.787906,0.788005,0.811657,0.811657,0.811657,0.643432,0.643531,0.643728,0.730945,0.730945,0.730846,0.725721,0.72582,0.725721,0.686203,0.686302,0.686203,0.786034,0.786034,0.786034,0.730748,0.730649,0.730649,0.671815,0.671913,0.671815,0.754794,0.755385,0.755681,0.75844,0.75844,0.758539,0.755385,0.755582,0.755582,0.755976,0.756075,0.756075
1596,0.758744,0.758744,0.758646,0.759533,0.759533,0.759434,0.779341,0.77944,0.77944,0.788014,0.788014,0.788014,0.811765,0.811666,0.811765,0.643735,0.643834,0.644031,0.731051,0.730953,0.730953,0.725828,0.725828,0.725828,0.686309,0.686408,0.686309,0.786141,0.786043,0.786043,0.730854,0.730657,0.730756,0.671921,0.671921,0.671921,0.754802,0.755492,0.755788,0.758448,0.758448,0.758547,0.755492,0.755591,0.755591,0.756083,0.756182,0.756083
1597,0.758753,0.758753,0.758655,0.759542,0.75964,0.759542,0.779449,0.779449,0.779548,0.788023,0.788023,0.788023,0.811774,0.811774,0.811873,0.64394,0.644137,0.644334,0.73106,0.73106,0.730962,0.725935,0.725935,0.725837,0.686318,0.686416,0.686416,0.786151,0.786052,0.786052,0.730863,0.730765,0.730765,0.671929,0.671929,0.671929,0.755008,0.7556,0.755797,0.758556,0.758458,0.758655,0.755501,0.7556,0.755698,0.756092,0.756191,0.756092
1598,0.758759,0.758759,0.75866,0.759547,0.759646,0.759547,0.779455,0.779553,0.779553,0.788128,0.788226,0.788128,0.811879,0.811879,0.811879,0.64424,0.644437,0.644536,0.731164,0.731065,0.731065,0.726039,0.725941,0.725941,0.686421,0.686421,0.686421,0.786255,0.786156,0.786156,0.730967,0.730868,0.730868,0.671934,0.671934,0.672032,0.755112,0.755704,0.755901,0.758562,0.758562,0.75866,0.755605,0.755605,0.755704,0.756098,0.756196,0.756196
1599,0.75884,0.758741,0.758643,0.759529,0.759628,0.759529,0.779535,0.779535,0.779634,0.788208,0.788208,0.788208,0.81186,0.81186,0.81186,0.644521,0.644718,0.644817,0.731245,0.731147,0.731147,0.726121,0.726022,0.725924,0.686503,0.686503,0.686503,0.786237,0.786138,0.786138,0.731048,0.730851,0.730851,0.672017,0.672017,0.672017,0.755193,0.755686,0.755982,0.758643,0.758544,0.758643,0.755686,0.755686,0.755686,0.756179,0.756277,0.756179
1600,0.758819,0.758819,0.75872,0.759607,0.759607,0.759607,0.779612,0.779612,0.779612,0.788186,0.788186,0.788285,0.811838,0.811936,0.811936,0.644799,0.644897,0.645095,0.731324,0.731225,0.731225,0.726101,0.726101,0.726002,0.686583,0.686583,0.686583,0.786314,0.786215,0.786215,0.731028,0.73093,0.73093,0.671998,0.672097,0.672097,0.755271,0.755764,0.756059,0.758622,0.758622,0.75872,0.755665,0.755764,0.755665,0.756158,0.756257,0.756257
1601,0.758833,0.758931,0.758734,0.759621,0.75972,0.759621,0.779725,0.779725,0.779725,0.788299,0.788299,0.788299,0.811951,0.811951,0.811951,0.645106,0.645205,0.645402,0.731436,0.731337,0.731337,0.726213,0.726213,0.726213,0.686694,0.686694,0.686596,0.786427,0.786328,0.786328,0.73114,0.731042,0.731042,0.67201,0.672207,0.672109,0.755383,0.755876,0.756172,0.758636,0.758636,0.758734,0.755778,0.755778,0.755778,0.756172,0.75627,0.75627
1602,0.758924,0.758924,0.758826,0.759713,0.759713,0.759713,0.779817,0.779718,0.779817,0.788292,0.788292,0.788292,0.811944,0.811944,0.812042,0.645298,0.645396,0.645593,0.731528,0.731429,0.731429,0.726206,0.726305,0.726305,0.686688,0.686787,0.686688,0.786419,0.786419,0.786321,0.731232,0.731134,0.731035,0.672103,0.6723,0.672103,0.755475,0.755968,0.756263,0.758629,0.758629,0.758826,0.755771,0.755869,0.755771,0.756165,0.756263,0.756362
1603,0.758919,0.759018,0.758919,0.759806,0.759806,0.759707,0.779811,0.779811,0.779811,0.788385,0.788286,0.788286,0.812036,0.812036,0.812036,0.645589,0.645687,0.645884,0.731621,0.731424,0.731523,0.7263,0.7263,0.7263,0.686782,0.68688,0.686782,0.786512,0.786512,0.786315,0.731325,0.731227,0.731128,0.672197,0.672295,0.672197,0.75547,0.756061,0.756357,0.758722,0.758722,0.75882,0.755864,0.755864,0.755864,0.756258,0.756357,0.756357
1604,0.75905,0.75905,0.758951,0.759838,0.759838,0.759838,0.779943,0.779943,0.779943,0.788418,0.788418,0.788418,0.812071,0.812071,0.812071,0.645912,0.645912,0.646207,0.731652,0.731554,0.731652,0.726429,0.726429,0.726429,0.68691,0.68691,0.68691,0.786546,0.786644,0.786546,0.731357,0.731357,0.731258,0.672324,0.672422,0.672225,0.755601,0.756192,0.756487,0.758853,0.758853,0.758853,0.755995,0.755995,0.755995,0.75629,0.756389,0.756487
1605,0.759062,0.759161,0.759062,0.759949,0.759949,0.759949,0.779956,0.780054,0.780054,0.788431,0.788431,0.788431,0.812084,0.812183,0.812183,0.646119,0.646119,0.646415,0.731763,0.731664,0.731664,0.726441,0.726539,0.726539,0.686921,0.687019,0.687019,0.786559,0.786657,0.786559,0.731467,0.731467,0.731368,0.672335,0.672433,0.672335,0.755711,0.756303,0.756598,0.758865,0.758865,0.758964,0.756007,0.756106,0.756106,0.756401,0.7565,0.7565
1606,0.759154,0.759154,0.759055,0.760041,0.759942,0.760041,0.779948,0.780047,0.780146,0.788523,0.788424,0.788424,0.812175,0.812274,0.812175,0.646212,0.646311,0.646606,0.731756,0.731855,0.731756,0.726533,0.726631,0.726533,0.687013,0.687013,0.687013,0.78665,0.78665,0.786551,0.731559,0.73146,0.73146,0.672427,0.672427,0.672427,0.755803,0.756296,0.75669,0.758957,0.758957,0.758957,0.756099,0.756099,0.756099,0.756394,0.756493,0.756493
1607,0.759144,0.759243,0.759144,0.76013,0.760031,0.760031,0.780037,0.780136,0.780136,0.788513,0.788513,0.788513,0.812165,0.812264,0.812264,0.646401,0.646598,0.646795,0.731846,0.731944,0.731846,0.726622,0.726721,0.726622,0.687103,0.687103,0.687103,0.78664,0.78664,0.786542,0.731649,0.73155,0.73155,0.672419,0.672517,0.672419,0.755892,0.756385,0.756681,0.758849,0.758849,0.758947,0.756089,0.756089,0.756089,0.756385,0.756484,0.756484
1608,0.759229,0.759328,0.759229,0.760116,0.760018,0.760018,0.780122,0.780122,0.78022,0.788499,0.788499,0.788499,0.812249,0.812348,0.812348,0.646587,0.646784,0.646981,0.731931,0.731931,0.731931,0.726708,0.726806,0.726708,0.687091,0.687189,0.687091,0.786725,0.786725,0.786626,0.731734,0.731635,0.731635,0.672505,0.672505,0.672505,0.755879,0.756371,0.756667,0.758835,0.758835,0.758934,0.756076,0.756174,0.756174,0.756371,0.75647,0.75647
1609,0.759329,0.759329,0.759231,0.760118,0.760019,0.760019,0.780222,0.780222,0.780321,0.788599,0.788599,0.788599,0.812349,0.812349,0.812349,0.646785,0.646982,0.647179,0.732031,0.732031,0.732031,0.726808,0.726906,0.726808,0.687191,0.687289,0.687191,0.786825,0.786825,0.786726,0.731834,0.731735,0.731735,0.672605,0.672605,0.672605,0.755979,0.756471,0.756767,0.758837,0.758837,0.758935,0.756077,0.756176,0.756176,0.756373,0.756471,0.756471
1610,0.759408,0.759309,0.759211,0.760098,0.760098,0.760098,0.780201,0.7803,0.7803,0.788676,0.788676,0.788578,0.812426,0.812426,0.812426,0.646965,0.647162,0.647359,0.732209,0.73211,0.73211,0.726887,0.726986,0.726986,0.687271,0.68737,0.687271,0.786903,0.786903,0.786804,0.731913,0.731815,0.731815,0.672686,0.672686,0.672686,0.755959,0.756451,0.756846,0.758915,0.758817,0.759014,0.756156,0.756254,0.756156,0.756353,0.75655,0.756451
1611,0.759403,0.759403,0.759305,0.760192,0.760093,0.760192,0.780295,0.780394,0.780394,0.78877,0.788672,0.788672,0.812422,0.812422,0.81252,0.647158,0.647355,0.647552,0.732303,0.732204,0.732204,0.726981,0.72708,0.726981,0.687365,0.687464,0.687365,0.786996,0.786996,0.786799,0.732007,0.731909,0.73181,0.672682,0.67278,0.67278,0.756053,0.756545,0.756841,0.75891,0.75891,0.759009,0.756151,0.75625,0.75625,0.756447,0.756545,0.756447
1612,0.759376,0.759376,0.759278,0.760263,0.760165,0.760066,0.780366,0.780366,0.780366,0.788742,0.788644,0.788644,0.812491,0.812491,0.812491,0.647332,0.647529,0.647726,0.732375,0.732277,0.732277,0.727054,0.727054,0.727054,0.687439,0.687538,0.687439,0.786968,0.786968,0.78687,0.73208,0.731883,0.731883,0.672756,0.672855,0.672756,0.756223,0.756617,0.756814,0.758883,0.758883,0.758982,0.756124,0.756223,0.756223,0.75642,0.756518,0.756321
1613,0.759345,0.759345,0.759345,0.760232,0.760134,0.760035,0.780433,0.780433,0.780433,0.78871,0.78871,0.78871,0.812458,0.812458,0.812557,0.647503,0.647602,0.647799,0.732346,0.732247,0.732346,0.727024,0.727123,0.727024,0.68751,0.68751,0.68751,0.787035,0.786936,0.786838,0.73205,0.731951,0.731951,0.672729,0.672828,0.672828,0.756291,0.756685,0.756882,0.758951,0.758853,0.758951,0.756192,0.756291,0.756291,0.756389,0.756488,0.756389
1614,0.759429,0.759331,0.759331,0.760218,0.760119,0.760021,0.780418,0.780418,0.780516,0.788793,0.788695,0.788695,0.812541,0.812541,0.812541,0.647589,0.647688,0.647885,0.73243,0.732331,0.732331,0.727109,0.727109,0.72701,0.687497,0.687595,0.687497,0.78702,0.786823,0.786823,0.732036,0.731937,0.731937,0.672815,0.672815,0.672913,0.756276,0.75667,0.756966,0.758937,0.758937,0.759035,0.756276,0.756276,0.756276,0.756375,0.756473,0.756375
1615,0.759393,0.759393,0.759295,0.760181,0.760083,0.759984,0.780479,0.780479,0.780479,0.788756,0.788756,0.788657,0.812502,0.812502,0.812502,0.647755,0.647854,0.648051,0.732395,0.732296,0.732296,0.727074,0.727074,0.726976,0.687464,0.687563,0.687563,0.786982,0.786884,0.786884,0.732099,0.731902,0.731902,0.672783,0.672881,0.672881,0.756339,0.756733,0.757028,0.7589,0.7589,0.758999,0.75624,0.75624,0.75624,0.756437,0.756437,0.756339
1616,0.759472,0.759374,0.759374,0.760162,0.760063,0.759965,0.780459,0.780558,0.780459,0.788834,0.788736,0.788736,0.812482,0.812482,0.81258,0.647837,0.648034,0.648231,0.732376,0.732376,0.732278,0.727154,0.727154,0.727056,0.687545,0.687644,0.687545,0.786962,0.786864,0.786962,0.732081,0.731884,0.731982,0.672864,0.672864,0.672864,0.756319,0.756812,0.757108,0.758881,0.758881,0.75898,0.756319,0.756221,0.756221,0.756418,0.756418,0.756319
1617,0.759435,0.759435,0.759337,0.760125,0.760026,0.760026,0.78052,0.78052,0.780421,0.788796,0.788796,0.788697,0.812442,0.812541,0.812541,0.647904,0.648101,0.648298,0.732341,0.732341,0.732242,0.727119,0.727119,0.727119,0.68761,0.687709,0.68761,0.787022,0.786924,0.786924,0.732144,0.731947,0.731947,0.672831,0.672831,0.67293,0.756283,0.756775,0.757071,0.758943,0.758844,0.758943,0.756184,0.756184,0.756184,0.756283,0.756381,0.756283
1618,0.759418,0.759516,0.759319,0.760107,0.760107,0.760009,0.780502,0.780502,0.780502,0.788778,0.788778,0.788679,0.812522,0.812522,0.81262,0.648086,0.648185,0.648382,0.732422,0.732422,0.732324,0.7272,0.7272,0.7272,0.687594,0.687693,0.687693,0.787004,0.786906,0.786906,0.732127,0.73193,0.73193,0.672914,0.672914,0.672914,0.756265,0.756757,0.757152,0.758925,0.758826,0.758826,0.756166,0.756166,0.756265,0.756265,0.756265,0.756265
1619,0.7594,0.759498,0.7594,0.76009,0.76009,0.759991,0.780483,0.780582,0.780483,0.788858,0.788858,0.788759,0.812503,0.812601,0.812601,0.64817,0.648268,0.648465,0.732504,0.732504,0.732405,0.727184,0.727184,0.727184,0.687677,0.687775,0.687775,0.787084,0.786986,0.786986,0.732208,0.732011,0.732011,0.672997,0.672997,0.672997,0.756346,0.756838,0.757134,0.758907,0.758907,0.758907,0.756149,0.756149,0.756247,0.756247,0.756346,0.756247
1620,0.759344,0.759443,0.759344,0.760034,0.760132,0.759935,0.780525,0.780525,0.780525,0.7888,0.7888,0.788701,0.812443,0.812542,0.812542,0.648221,0.648319,0.648615,0.73245,0.732549,0.73245,0.727229,0.727229,0.727229,0.687725,0.687823,0.687725,0.787125,0.786928,0.786928,0.732253,0.731957,0.732056,0.673046,0.673046,0.672948,0.756389,0.756882,0.757177,0.75895,0.758852,0.75895,0.756192,0.756192,0.75629,0.756192,0.756389,0.756192
1621,0.759407,0.759407,0.759407,0.760097,0.760097,0.759998,0.780587,0.780587,0.780587,0.788763,0.788763,0.788665,0.812405,0.812602,0.812602,0.648289,0.648388,0.648683,0.732514,0.732514,0.732416,0.727195,0.727195,0.727195,0.687693,0.687791,0.687791,0.787089,0.786891,0.786891,0.73212,0.731923,0.732022,0.673015,0.673015,0.672916,0.756452,0.756846,0.75724,0.758915,0.758816,0.758915,0.756157,0.756157,0.756255,0.756157,0.756354,0.756157
1622,0.759491,0.759491,0.759392,0.760082,0.760082,0.759983,0.780571,0.78067,0.78067,0.788846,0.788846,0.788747,0.812487,0.812586,0.812684,0.648374,0.648374,0.64867,0.7325,0.7325,0.732401,0.72718,0.727279,0.727279,0.687777,0.687876,0.687777,0.786974,0.786876,0.786876,0.732106,0.731909,0.732007,0.673001,0.672903,0.672903,0.756437,0.756929,0.757225,0.758899,0.758899,0.758899,0.75624,0.756141,0.75624,0.756141,0.756338,0.756141
1623,0.759456,0.759456,0.759357,0.760145,0.760047,0.759948,0.780634,0.780634,0.780634,0.78881,0.78881,0.788711,0.812549,0.812549,0.812647,0.648443,0.648443,0.648739,0.732466,0.732565,0.732466,0.727147,0.727344,0.727245,0.687746,0.687844,0.687844,0.786938,0.786938,0.78684,0.732171,0.731974,0.731974,0.673069,0.67297,0.672872,0.756501,0.756895,0.757289,0.758963,0.758865,0.758865,0.756205,0.756107,0.756205,0.756205,0.756304,0.756205
1624,0.759438,0.759438,0.75934,0.760128,0.760029,0.760029,0.780616,0.780616,0.780616,0.788791,0.788791,0.788693,0.81253,0.81253,0.812628,0.648428,0.648527,0.648822,0.732449,0.732548,0.732449,0.72713,0.727327,0.727228,0.687828,0.687927,0.687828,0.787018,0.78692,0.786821,0.732153,0.732055,0.732055,0.673053,0.672955,0.672955,0.756582,0.757074,0.75737,0.758946,0.758946,0.758946,0.756188,0.756188,0.756286,0.756188,0.756286,0.756188
1625,0.759421,0.75952,0.759421,0.760111,0.760111,0.760012,0.780697,0.780697,0.780598,0.788774,0.788774,0.788774,0.812512,0.81261,0.81261,0.648512,0.648611,0.648808,0.732531,0.732531,0.732531,0.727212,0.727409,0.727212,0.687813,0.687911,0.687813,0.787001,0.787001,0.786902,0.732137,0.732039,0.732039,0.673038,0.67294,0.67294,0.756663,0.757057,0.757353,0.758929,0.759027,0.759027,0.756171,0.756171,0.756269,0.756171,0.756269,0.756171
1626,0.759405,0.759503,0.759503,0.760094,0.760094,0.759996,0.780779,0.78068,0.78068,0.788757,0.788757,0.788855,0.812593,0.812593,0.812691,0.648498,0.648695,0.648892,0.732516,0.732614,0.732516,0.727197,0.727394,0.727197,0.687897,0.687897,0.687798,0.786984,0.786984,0.786885,0.732122,0.732023,0.732023,0.673024,0.673024,0.673024,0.756647,0.75714,0.757336,0.758912,0.759011,0.759011,0.756155,0.756253,0.756253,0.756155,0.756253,0.756056
1627,0.759485,0.759485,0.759485,0.760076,0.760076,0.759977,0.78076,0.780661,0.780661,0.788836,0.788738,0.788836,0.812573,0.812672,0.812672,0.648581,0.648679,0.648876,0.732498,0.732498,0.732498,0.727277,0.727376,0.727277,0.68788,0.68788,0.687782,0.786866,0.786965,0.786866,0.732104,0.732005,0.732005,0.673007,0.673007,0.673007,0.756727,0.757121,0.757417,0.758894,0.758992,0.758992,0.756235,0.756235,0.756333,0.756038,0.756235,0.756136
1628,0.759543,0.759444,0.759444,0.760035,0.760035,0.759937,0.780619,0.780619,0.780619,0.788794,0.788695,0.788794,0.812628,0.812628,0.812529,0.648645,0.648743,0.64894,0.732458,0.732458,0.732557,0.727238,0.727435,0.727238,0.687843,0.687843,0.687843,0.786824,0.786824,0.786725,0.732064,0.731966,0.731966,0.672971,0.672971,0.672971,0.756686,0.757179,0.757474,0.758853,0.758952,0.758952,0.756194,0.756194,0.756292,0.755997,0.756194,0.756095
1629,0.759599,0.7595,0.7595,0.760091,0.759993,0.759894,0.780575,0.780575,0.780674,0.78875,0.78875,0.788651,0.812582,0.812582,0.812484,0.648608,0.648707,0.648904,0.732516,0.732417,0.732516,0.727296,0.727395,0.727296,0.687903,0.687903,0.687903,0.786878,0.786878,0.78678,0.732122,0.731925,0.732023,0.673032,0.672934,0.672934,0.756743,0.757235,0.757531,0.758909,0.758909,0.758909,0.75625,0.75625,0.756349,0.756053,0.756152,0.756152
1630,0.759592,0.759592,0.759592,0.760084,0.759986,0.759986,0.780667,0.780667,0.780667,0.788742,0.788742,0.788644,0.812575,0.812575,0.812575,0.648701,0.648799,0.648898,0.732706,0.732509,0.732509,0.72729,0.727388,0.727388,0.687897,0.687897,0.687995,0.786871,0.786871,0.786773,0.732214,0.732017,0.732017,0.673026,0.673026,0.673026,0.756834,0.757228,0.757622,0.759001,0.759001,0.759001,0.756342,0.756342,0.756342,0.756046,0.756243,0.756243
1631,0.759665,0.759566,0.759566,0.760157,0.760059,0.75996,0.780641,0.780641,0.780739,0.788716,0.788814,0.788716,0.812646,0.812548,0.812646,0.648679,0.648778,0.648975,0.732682,0.732583,0.732583,0.727364,0.727364,0.727364,0.687972,0.687874,0.687972,0.786845,0.786845,0.786746,0.732189,0.732091,0.731992,0.673003,0.673102,0.673003,0.756809,0.757301,0.757597,0.759074,0.758975,0.758975,0.756415,0.756316,0.756415,0.756119,0.756119,0.756218
1632,0.759659,0.759659,0.759659,0.760151,0.760052,0.760052,0.780733,0.780733,0.780831,0.788808,0.788808,0.788808,0.81264,0.81264,0.812738,0.648674,0.648674,0.648969,0.732774,0.732577,0.732577,0.727358,0.727358,0.727456,0.687967,0.687967,0.687967,0.786838,0.786838,0.78674,0.732183,0.732085,0.731986,0.672998,0.673096,0.673096,0.756803,0.757394,0.75759,0.759068,0.758969,0.759068,0.756409,0.75631,0.756409,0.756113,0.756113,0.756212
1633,0.75975,0.759652,0.759652,0.760144,0.760045,0.760144,0.780726,0.780824,0.780824,0.788801,0.788899,0.788801,0.812632,0.812731,0.812731,0.648668,0.648766,0.648963,0.732767,0.732669,0.732669,0.727351,0.72745,0.72745,0.68796,0.68796,0.68796,0.786831,0.786831,0.786831,0.732275,0.732078,0.732078,0.67309,0.67309,0.67309,0.756894,0.757387,0.757682,0.759061,0.758962,0.759061,0.756402,0.756402,0.756402,0.756106,0.756205,0.756205
1634,0.759722,0.759722,0.759722,0.760115,0.760017,0.760115,0.780696,0.780893,0.780893,0.788771,0.78887,0.788771,0.8127,0.812799,0.812799,0.648644,0.648742,0.648939,0.73274,0.732641,0.732641,0.727422,0.727422,0.727422,0.688033,0.688033,0.688033,0.7869,0.7869,0.786802,0.732346,0.732149,0.732149,0.673065,0.673065,0.673065,0.756964,0.757457,0.757654,0.759032,0.759032,0.759131,0.756472,0.756373,0.756373,0.756078,0.756176,0.756078
1635,0.759768,0.759669,0.759669,0.760161,0.760063,0.760063,0.780741,0.780839,0.780938,0.788815,0.788815,0.788815,0.812742,0.812742,0.812742,0.648599,0.648697,0.648894,0.732788,0.732689,0.732689,0.72747,0.727569,0.72747,0.688084,0.688084,0.688084,0.786944,0.786944,0.786846,0.732295,0.732197,0.732197,0.673117,0.673117,0.673117,0.75701,0.757503,0.7577,0.75898,0.75898,0.759078,0.75642,0.756321,0.756321,0.756026,0.756124,0.756124
1636,0.75981,0.759711,0.759613,0.760105,0.760105,0.760007,0.780781,0.780781,0.780978,0.788855,0.788757,0.788855,0.812682,0.812781,0.812781,0.648551,0.648649,0.648846,0.732832,0.732832,0.732733,0.727417,0.727614,0.727515,0.688131,0.688033,0.688131,0.786984,0.786886,0.786886,0.73234,0.732241,0.732241,0.673166,0.673166,0.673166,0.756954,0.757545,0.75784,0.759022,0.758924,0.759022,0.756364,0.756364,0.756364,0.756068,0.756068,0.756068
1637,0.759753,0.759655,0.759556,0.760147,0.760049,0.760049,0.780822,0.780822,0.781019,0.788895,0.788797,0.788895,0.81272,0.812819,0.812819,0.648503,0.6487,0.648798,0.732777,0.732876,0.732777,0.727461,0.72756,0.727461,0.68808,0.688179,0.688179,0.786926,0.786926,0.786828,0.732384,0.732285,0.732285,0.673214,0.673214,0.673214,0.756997,0.757489,0.757784,0.759064,0.758867,0.759064,0.756307,0.756307,0.756406,0.756012,0.756111,0.756012
1638,0.759795,0.759599,0.759599,0.760189,0.760091,0.759992,0.780764,0.780863,0.781059,0.788935,0.788837,0.788837,0.812857,0.812759,0.812857,0.648455,0.648651,0.64875,0.732822,0.732822,0.732822,0.727506,0.727604,0.727506,0.688029,0.688226,0.688128,0.786966,0.786966,0.786868,0.732428,0.732231,0.732329,0.673263,0.673164,0.673164,0.757039,0.757531,0.757827,0.759008,0.758909,0.759008,0.75635,0.756251,0.75635,0.755956,0.756055,0.755956
1639,0.759738,0.75964,0.759541,0.760132,0.760132,0.760034,0.780804,0.780902,0.781001,0.788876,0.788777,0.788777,0.812698,0.812796,0.812796,0.648504,0.648603,0.6488,0.732865,0.732865,0.732767,0.727549,0.727648,0.727549,0.688076,0.688174,0.688174,0.786907,0.786907,0.786907,0.732471,0.732274,0.732274,0.673212,0.673212,0.673212,0.756982,0.757573,0.75777,0.759049,0.758852,0.758951,0.756293,0.756195,0.756391,0.755899,0.755998,0.755899
1640,0.759801,0.759604,0.759604,0.760195,0.760195,0.759998,0.780866,0.780964,0.780964,0.788839,0.788839,0.78874,0.81266,0.812758,0.812856,0.648474,0.648572,0.648769,0.732831,0.732831,0.732831,0.727614,0.727712,0.727614,0.688142,0.688241,0.688241,0.786969,0.786969,0.786969,0.732535,0.732339,0.732339,0.673279,0.673181,0.673181,0.757045,0.757636,0.757734,0.759014,0.758915,0.759014,0.756258,0.756159,0.756455,0.755864,0.755962,0.755962
1641,0.759884,0.759687,0.759687,0.76018,0.76018,0.760081,0.780948,0.781047,0.781047,0.788921,0.788921,0.788823,0.812741,0.81284,0.81284,0.648461,0.648559,0.648854,0.732914,0.732914,0.732914,0.727697,0.727697,0.727599,0.688227,0.688227,0.688227,0.786953,0.787051,0.787051,0.732619,0.732422,0.732422,0.673265,0.673265,0.673265,0.757128,0.757719,0.757817,0.759097,0.758998,0.759097,0.756242,0.756242,0.756439,0.755947,0.756045,0.755947
1642,0.759853,0.759754,0.759754,0.760246,0.760246,0.760148,0.781014,0.781113,0.781014,0.788888,0.788888,0.788888,0.812708,0.812806,0.812904,0.648434,0.648532,0.648827,0.732982,0.732884,0.732982,0.727766,0.727766,0.727667,0.688296,0.688296,0.688296,0.787018,0.787117,0.787018,0.732687,0.73249,0.732392,0.673336,0.673336,0.673336,0.757195,0.757687,0.757982,0.759065,0.759065,0.759065,0.756211,0.756211,0.756408,0.756014,0.756112,0.756014
1643,0.759902,0.759804,0.759706,0.760198,0.760198,0.760198,0.781063,0.781063,0.781161,0.788936,0.788936,0.788936,0.812853,0.812853,0.812951,0.648392,0.648589,0.648786,0.733034,0.732935,0.733034,0.727817,0.727817,0.727719,0.688351,0.688351,0.688252,0.787066,0.787066,0.787066,0.73264,0.732542,0.732443,0.673293,0.673391,0.673391,0.757245,0.757836,0.758032,0.759115,0.759017,0.759115,0.756359,0.756359,0.756458,0.755966,0.756162,0.756064
1644,0.759854,0.759854,0.759756,0.76015,0.760248,0.76015,0.781112,0.781112,0.78121,0.788985,0.789083,0.789083,0.8129,0.8129,0.812998,0.648351,0.648647,0.648745,0.732987,0.732987,0.733086,0.72787,0.72787,0.727772,0.688406,0.688406,0.688308,0.787115,0.787017,0.787115,0.732692,0.732594,0.732594,0.673349,0.673447,0.673349,0.757394,0.757886,0.758083,0.759166,0.759067,0.759166,0.75641,0.75641,0.756508,0.756016,0.756213,0.756016
1645,0.759807,0.759807,0.759709,0.760201,0.760201,0.760201,0.781162,0.781162,0.78126,0.789035,0.789035,0.789133,0.812948,0.812948,0.813046,0.648311,0.648606,0.648705,0.73304,0.73304,0.733139,0.727825,0.727825,0.727825,0.688462,0.688462,0.688363,0.787066,0.787066,0.787066,0.732745,0.732548,0.732647,0.673405,0.673504,0.673405,0.757347,0.757938,0.758134,0.75902,0.75902,0.759118,0.756363,0.756363,0.75656,0.755969,0.756166,0.756068
1646,0.759817,0.759817,0.759719,0.760211,0.760211,0.760211,0.781172,0.781271,0.781271,0.789143,0.789143,0.789143,0.813057,0.812958,0.813057,0.64832,0.648517,0.648713,0.733149,0.73305,0.733149,0.727834,0.727933,0.727933,0.688569,0.688569,0.688372,0.787175,0.787077,0.787175,0.732853,0.732656,0.732656,0.673513,0.673611,0.673513,0.757456,0.757948,0.758243,0.75903,0.75903,0.759129,0.756373,0.756373,0.75657,0.756078,0.756176,0.756078
1647,0.759886,0.759787,0.759787,0.760279,0.760279,0.760181,0.78124,0.781338,0.781338,0.789112,0.78921,0.78921,0.813123,0.813123,0.813123,0.648294,0.648491,0.648688,0.733218,0.733119,0.733218,0.727904,0.728002,0.728002,0.68864,0.68864,0.688443,0.787242,0.787144,0.787242,0.732923,0.732726,0.732726,0.673584,0.673683,0.673584,0.757524,0.758016,0.758311,0.759098,0.759098,0.759197,0.756343,0.756343,0.75654,0.756048,0.756245,0.756048
