4.500000000000000111e-01,-1.000000000000000000e+00
4.600000000000000200e-01,-1.000000000000000000e+00
4.699999999999999734e-01,-1.000000000000000000e+00
4.799999999999999822e-01,-1.000000000000000000e+00
4.899999999999999911e-01,-1.000000000000000000e+00
5.000000000000000000e-01,5.400000000000000355e+00
5.100000000000000089e-01,3.890000000000000124e+00
5.200000000000000178e-01,3.569999999999999840e+00
5.300000000000000266e-01,3.330000000000000071e+00
5.400000000000000355e-01,3.779999999999999805e+00
5.500000000000000444e-01,3.839999999999999858e+00
5.600000000000000533e-01,3.930000000000000160e+00
5.699999999999999512e-01,4.150000000000000355e+00
5.799999999999999600e-01,4.019999999999999574e+00
5.899999999999999689e-01,4.370000000000000107e+00
5.999999999999999778e-01,4.509999999999999787e+00
6.099999999999999867e-01,4.379999999999999893e+00
6.199999999999999956e-01,4.589999999999999858e+00
6.300000000000000044e-01,4.669999999999999929e+00
6.400000000000000133e-01,4.860000000000000320e+00
6.500000000000000222e-01,4.980000000000000426e+00
6.600000000000000311e-01,5.169999999999999929e+00
6.700000000000000400e-01,5.389999999999999680e+00
6.800000000000000488e-01,5.530000000000000249e+00
6.899999999999999467e-01,5.750000000000000000e+00
6.999999999999999556e-01,5.910000000000000142e+00
7.099999999999999645e-01,6.070000000000000284e+00
7.199999999999999734e-01,6.389999999999999680e+00
7.299999999999999822e-01,6.589999999999999858e+00
7.399999999999999911e-01,6.799999999999999822e+00
7.500000000000000000e-01,7.009999999999999787e+00
7.600000000000000089e-01,7.309999999999999609e+00
7.700000000000000178e-01,7.559999999999999609e+00
7.800000000000000266e-01,7.750000000000000000e+00
7.900000000000000355e-01,8.070000000000000284e+00
8.000000000000000444e-01,8.339999999999999858e+00
8.100000000000000533e-01,8.589999999999999858e+00
8.199999999999999512e-01,8.789999999999999147e+00
8.299999999999999600e-01,9.039999999999999147e+00
8.399999999999999689e-01,9.369999999999999218e+00
8.499999999999999778e-01,9.580000000000000071e+00
8.599999999999999867e-01,9.830000000000000071e+00
8.699999999999999956e-01,9.830000000000000071e+00
8.800000000000000044e-01,1.063000000000000078e+01
8.900000000000000133e-01,1.016999999999999993e+01
9.000000000000000222e-01,1.039000000000000057e+01
9.100000000000000311e-01,1.068999999999999950e+01
9.200000000000000400e-01,1.102999999999999936e+01
9.300000000000000488e-01,1.113000000000000078e+01
9.399999999999999467e-01,1.153999999999999915e+01
9.499999999999999556e-01,1.158000000000000007e+01
9.599999999999999645e-01,1.190000000000000036e+01
9.699999999999999734e-01,1.194999999999999929e+01
9.799999999999999822e-01,1.233999999999999986e+01
9.899999999999999911e-01,1.251999999999999957e+01
1.000000000000000000e+00,1.249000000000000021e+01
1.010000000000000009e+00,1.283999999999999986e+01
1.020000000000000018e+00,1.318999999999999950e+01
1.030000000000000027e+00,1.340000000000000036e+01
1.040000000000000036e+00,1.364000000000000057e+01
1.050000000000000044e+00,1.409999999999999964e+01
1.060000000000000053e+00,1.436999999999999922e+01
1.070000000000000062e+00,1.480000000000000071e+01
1.080000000000000071e+00,1.472000000000000064e+01
1.090000000000000080e+00,1.498000000000000043e+01
1.100000000000000089e+00,1.509999999999999964e+01
1.110000000000000098e+00,1.541999999999999993e+01
1.120000000000000107e+00,1.581000000000000050e+01
1.129999999999999893e+00,1.560999999999999943e+01
1.139999999999999902e+00,1.601000000000000156e+01
1.149999999999999911e+00,1.623000000000000043e+01
1.159999999999999920e+00,1.637000000000000099e+01
1.169999999999999929e+00,1.635999999999999943e+01
1.179999999999999938e+00,1.660000000000000142e+01
1.189999999999999947e+00,1.675000000000000000e+01
1.199999999999999956e+00,1.682000000000000028e+01
1.209999999999999964e+00,1.685000000000000142e+01
1.219999999999999973e+00,1.733999999999999986e+01
1.229999999999999982e+00,1.707000000000000028e+01
1.239999999999999991e+00,1.739000000000000057e+01
1.250000000000000000e+00,1.776999999999999957e+01
1.260000000000000009e+00,1.780999999999999872e+01
1.270000000000000018e+00,1.782000000000000028e+01
1.280000000000000027e+00,1.826999999999999957e+01
1.290000000000000036e+00,1.814000000000000057e+01
1.300000000000000044e+00,1.833999999999999986e+01
1.310000000000000053e+00,1.832000000000000028e+01
1.320000000000000062e+00,1.775000000000000000e+01
1.330000000000000071e+00,1.817999999999999972e+01
1.340000000000000080e+00,1.853000000000000114e+01
1.350000000000000089e+00,1.819999999999999929e+01
1.360000000000000098e+00,1.782999999999999829e+01
1.370000000000000107e+00,1.664999999999999858e+01
1.379999999999999893e+00,1.648999999999999844e+01
1.389999999999999902e+00,1.548000000000000043e+01
1.399999999999999911e+00,1.472000000000000064e+01
1.409999999999999920e+00,1.283000000000000007e+01
1.419999999999999929e+00,1.177999999999999936e+01
1.429999999999999938e+00,1.156000000000000050e+01
1.439999999999999947e+00,1.155000000000000071e+01
1.449999999999999956e+00,1.128999999999999915e+01
1.459999999999999964e+00,1.153999999999999915e+01
1.469999999999999973e+00,1.122000000000000064e+01
1.479999999999999982e+00,1.176999999999999957e+01
1.489999999999999991e+00,1.259999999999999964e+01
1.500000000000000000e+00,1.286999999999999922e+01
1.510000000000000009e+00,1.340000000000000036e+01
1.520000000000000018e+00,1.400000000000000000e+01
1.530000000000000027e+00,1.434999999999999964e+01
1.540000000000000036e+00,1.513000000000000078e+01
1.550000000000000044e+00,1.576999999999999957e+01
1.560000000000000053e+00,1.598000000000000043e+01
1.570000000000000062e+00,1.641000000000000014e+01
1.580000000000000071e+00,1.730000000000000071e+01
1.590000000000000080e+00,1.730000000000000071e+01
1.600000000000000089e+00,1.750000000000000000e+01
1.610000000000000098e+00,1.762000000000000099e+01
1.620000000000000107e+00,1.805000000000000071e+01
1.629999999999999893e+00,1.803000000000000114e+01
1.639999999999999902e+00,1.833999999999999986e+01
1.649999999999999911e+00,1.844999999999999929e+01
1.659999999999999920e+00,1.867000000000000171e+01
1.669999999999999929e+00,1.873999999999999844e+01
1.679999999999999938e+00,1.873999999999999844e+01
1.689999999999999947e+00,1.869000000000000128e+01
1.699999999999999956e+00,1.876999999999999957e+01
1.709999999999999964e+00,1.889999999999999858e+01
1.719999999999999973e+00,1.900000000000000000e+01
1.729999999999999982e+00,1.873000000000000043e+01
1.739999999999999991e+00,1.866000000000000014e+01
1.750000000000000000e+00,1.853999999999999915e+01
1.760000000000000009e+00,1.819999999999999929e+01
1.770000000000000018e+00,1.787000000000000099e+01
1.780000000000000027e+00,1.755999999999999872e+01
1.790000000000000036e+00,1.737999999999999901e+01
1.800000000000000044e+00,1.717999999999999972e+01
1.810000000000000053e+00,1.710999999999999943e+01
1.820000000000000062e+00,1.707000000000000028e+01
1.830000000000000071e+00,1.682999999999999829e+01
1.840000000000000080e+00,1.651999999999999957e+01
1.850000000000000089e+00,1.612000000000000099e+01
1.860000000000000098e+00,1.517999999999999972e+01
1.870000000000000107e+00,1.440000000000000036e+01
1.879999999999999893e+00,1.186999999999999922e+01
1.889999999999999902e+00,9.289999999999999147e+00
1.899999999999999911e+00,7.370000000000000107e+00
1.909999999999999920e+00,5.639999999999999680e+00
1.919999999999999929e+00,4.959999999999999964e+00
1.929999999999999938e+00,4.629999999999999893e+00
1.939999999999999947e+00,4.620000000000000107e+00
1.949999999999999956e+00,4.290000000000000036e+00
1.959999999999999964e+00,4.679999999999999716e+00
1.969999999999999973e+00,4.889999999999999680e+00
1.979999999999999982e+00,5.589999999999999858e+00
1.989999999999999991e+00,5.530000000000000249e+00
2.000000000000000000e+00,5.559999999999999609e+00
2.009999999999999787e+00,6.129999999999999893e+00
2.020000000000000018e+00,6.160000000000000142e+00
2.029999999999999805e+00,7.110000000000000320e+00
2.040000000000000036e+00,7.589999999999999858e+00
2.049999999999999822e+00,8.240000000000000213e+00
2.060000000000000053e+00,8.730000000000000426e+00
2.069999999999999840e+00,8.759999999999999787e+00
2.080000000000000071e+00,9.480000000000000426e+00
2.089999999999999858e+00,9.960000000000000853e+00
2.100000000000000089e+00,1.025000000000000000e+01
2.109999999999999876e+00,1.074000000000000021e+01
2.120000000000000107e+00,1.110999999999999943e+01
2.129999999999999893e+00,1.103999999999999915e+01
2.140000000000000124e+00,1.150000000000000000e+01
2.149999999999999911e+00,1.200999999999999979e+01
2.160000000000000142e+00,1.225000000000000000e+01
2.169999999999999929e+00,1.278999999999999915e+01
2.180000000000000160e+00,1.201999999999999957e+01
2.189999999999999947e+00,1.208000000000000007e+01
2.200000000000000178e+00,1.225999999999999979e+01
2.209999999999999964e+00,1.241000000000000014e+01
2.220000000000000195e+00,1.171000000000000085e+01
2.229999999999999982e+00,1.190000000000000036e+01
2.240000000000000213e+00,1.090000000000000036e+01
2.250000000000000000e+00,1.194999999999999929e+01
2.259999999999999787e+00,1.185999999999999943e+01
